time,drug,year,estimate,grade,LBYear1,LBYear2
Last 12 Months,Heroin without a Needle,2003,0.517792636,10th Grade,,
Last 12 Months,Heroin without a Needle,2004,0.662449933,10th Grade,,
Last 12 Months,Heroin without a Needle,2005,0.677219058,10th Grade,,
Last 12 Months,Heroin without a Needle,2006,0.608503201,10th Grade,,
Last 12 Months,Heroin without a Needle,2007,0.561212087,10th Grade,,
Last 12 Months,Heroin without a Needle,2008,0.590227834,10th Grade,,
Last 12 Months,Heroin without a Needle,2009,0.582471915,10th Grade,,
Last 12 Months,Heroin without a Needle,2010,0.557084527,10th Grade,,
Last 12 Months,Heroin without a Needle,2011,0.472188594,10th Grade,,
Last 12 Months,Heroin without a Needle,2012,0.428219106,10th Grade,,
Last 12 Months,Heroin without a Needle,2013,0.368557423,10th Grade,,
Last 12 Months,Heroin without a Needle,2014,0.328403503,10th Grade,,
Last 12 Months,Heroin without a Needle,2015,0.309459781,10th Grade,,
Last 12 Months,Heroin without a Needle,2016,0.15343686,10th Grade,,
Last 12 Months,Heroin without a Needle,2017,0.145910082,10th Grade,,
Last 12 Months,Heroin without a Needle,2018,0.110452442,10th Grade,,
Last 12 Months,Heroin without a Needle,2019,0.200134258,10th Grade,,
Last 12 Months,Heroin without a Needle,2020,0.076683692,10th Grade,,
Last 12 Months,Heroin without a Needle,2021,0.066151883,10th Grade,,
Last 12 Months,Heroin without a Needle,1995,0.987952971,12th Grade,,
Last 12 Months,Heroin without a Needle,1996,0.958976171,12th Grade,,
Last 12 Months,Heroin without a Needle,1997,1.154884814,12th Grade,,
Last 12 Months,Heroin without a Needle,1998,0.812879894,12th Grade,,
Last 12 Months,Heroin without a Needle,1999,1.018799571,12th Grade,,
Last 12 Months,Heroin without a Needle,2000,1.605109162,12th Grade,,
Last 12 Months,Heroin without a Needle,2001,0.848467111,12th Grade,,
Last 12 Months,Heroin without a Needle,2002,0.823795788,12th Grade,,
Last 12 Months,Heroin without a Needle,2003,0.77281265,12th Grade,,
Last 12 Months,Heroin without a Needle,2004,0.689057865,12th Grade,,
Last 12 Months,Heroin without a Needle,2005,0.790575753,12th Grade,,
Last 12 Months,Heroin without a Needle,2006,0.588805503,12th Grade,,
Last 12 Months,Heroin without a Needle,2007,0.961888482,12th Grade,,
Last 12 Months,Heroin without a Needle,2008,0.493746125,12th Grade,,
Last 12 Months,Heroin without a Needle,2009,0.631012393,12th Grade,,
Last 12 Months,Heroin without a Needle,2010,0.820237524,12th Grade,,
Last 12 Months,Heroin without a Needle,2011,0.697147665,12th Grade,,
Last 12 Months,Heroin without a Needle,2012,0.380283254,12th Grade,,
Last 12 Months,Heroin without a Needle,2013,0.441278564,12th Grade,,
Last 12 Months,Heroin without a Needle,2014,0.464781741,12th Grade,,
Last 12 Months,Heroin without a Needle,2015,0.3680515,12th Grade,,
Last 12 Months,Heroin without a Needle,2016,0.257753247,12th Grade,,
Last 12 Months,Heroin without a Needle,2017,0.20710936,12th Grade,,
Last 12 Months,Heroin without a Needle,2018,0.217639725,12th Grade,,
Last 12 Months,Heroin without a Needle,2019,0.238696035,12th Grade,,
Last 12 Months,Heroin without a Needle,2020,0.1360065,12th Grade,,
Last 12 Months,Heroin without a Needle,2021,0.098594689,12th Grade,,
Last 30 Days,Heroin without a Needle,1995,0.336470121,8th Grade,,
Last 30 Days,Heroin without a Needle,1996,0.404120128,8th Grade,,
Last 30 Days,Heroin without a Needle,1997,0.387651631,8th Grade,,
Last 30 Days,Heroin without a Needle,1998,0.329305464,8th Grade,,
Last 30 Days,Heroin without a Needle,1999,0.386073574,8th Grade,,
Last 30 Days,Heroin without a Needle,2000,0.257128463,8th Grade,,
Last 30 Days,Heroin without a Needle,2001,0.352954969,8th Grade,,
Last 30 Days,Heroin without a Needle,2002,0.299585046,8th Grade,,
Last 30 Days,Heroin without a Needle,2003,0.247244607,8th Grade,,
Last 30 Days,Heroin without a Needle,2004,0.259357061,8th Grade,,
Last 30 Days,Heroin without a Needle,2005,0.223955064,8th Grade,,
Last 30 Days,Heroin without a Needle,2006,0.212626261,8th Grade,,
Last 30 Days,Heroin without a Needle,2007,0.205755052,8th Grade,,
Last 30 Days,Heroin without a Needle,2008,0.249543295,8th Grade,,
Last 30 Days,Heroin without a Needle,2009,0.172367247,8th Grade,,
Last 30 Days,Heroin without a Needle,2010,0.218366887,8th Grade,,
Last 30 Days,Heroin without a Needle,2011,0.197072899,8th Grade,,
Last 30 Days,Heroin without a Needle,2012,0.101243054,8th Grade,,
Last 30 Days,Heroin without a Needle,2013,0.18570849,8th Grade,,
Last 30 Days,Heroin without a Needle,2014,0.117196206,8th Grade,,
Last 30 Days,Heroin without a Needle,2015,0.105673587,8th Grade,,
Last 30 Days,Heroin without a Needle,2016,0.137665137,8th Grade,,
Last 30 Days,Heroin without a Needle,2017,0.15694361,8th Grade,,
Last 30 Days,Heroin without a Needle,2018,0.071209662,8th Grade,,
Last 30 Days,Heroin without a Needle,2019,0.110176663,8th Grade,,
Last 30 Days,Heroin without a Needle,2020,0.191807126,8th Grade,,
Last 30 Days,Heroin without a Needle,2021,0.049366983,8th Grade,,
Last 30 Days,Heroin without a Needle,1995,0.320638139,10th Grade,,
Last 30 Days,Heroin without a Needle,1996,0.31678639,10th Grade,,
Last 30 Days,Heroin without a Needle,1997,0.440300758,10th Grade,,
Last 30 Days,Heroin without a Needle,1998,0.495697875,10th Grade,,
Last 30 Days,Heroin without a Needle,1999,0.532614048,10th Grade,,
Last 30 Days,Heroin without a Needle,2000,0.375097973,10th Grade,,
Last 30 Days,Heroin without a Needle,2001,0.226847022,10th Grade,,
Last 30 Days,Heroin without a Needle,2002,0.352210155,10th Grade,,
Last 30 Days,Heroin without a Needle,2003,0.215691808,10th Grade,,
Last 30 Days,Heroin without a Needle,2004,0.290730234,10th Grade,,
Last 30 Days,Heroin without a Needle,2005,0.321680424,10th Grade,,
Last 30 Days,Heroin without a Needle,2006,0.303200041,10th Grade,,
Last 30 Days,Heroin without a Needle,2007,0.235432714,10th Grade,,
Last 30 Days,Heroin without a Needle,2008,0.267126698,10th Grade,,
Last 30 Days,Heroin without a Needle,2009,0.180303935,10th Grade,,
Last 30 Days,Heroin without a Needle,2010,0.274011561,10th Grade,,
Last 30 Days,Heroin without a Needle,2011,0.241354166,10th Grade,,
Last 30 Days,Heroin without a Needle,2012,0.238766862,10th Grade,,
Last 30 Days,Heroin without a Needle,2013,0.168853455,10th Grade,,
Last 30 Days,Heroin without a Needle,2014,0.214007284,10th Grade,,
Last 30 Days,Heroin without a Needle,2015,0.167458051,10th Grade,,
Last 30 Days,Heroin without a Needle,2016,0.090428662,10th Grade,,
Last 30 Days,Heroin without a Needle,2017,0.05932413,10th Grade,,
Last 30 Days,Heroin without a Needle,2018,0.048206096,10th Grade,,
Last 30 Days,Heroin without a Needle,2019,0.159330109,10th Grade,,
Last 30 Days,Heroin without a Needle,2020,0.060768337,10th Grade,,
Last 30 Days,Heroin without a Needle,2021,0.049183995,10th Grade,,
Last 30 Days,Heroin without a Needle,1995,0.553291845,12th Grade,,
Last 30 Days,Heroin without a Needle,1996,0.347098582,12th Grade,,
Last 30 Days,Heroin without a Needle,1997,0.594154539,12th Grade,,
Last 30 Days,Heroin without a Needle,1998,0.407400149,12th Grade,,
Last 30 Days,Heroin without a Needle,1999,0.409491528,12th Grade,,
Last 30 Days,Heroin without a Needle,2000,0.678167852,12th Grade,,
Last 30 Days,Heroin without a Needle,2001,0.349465519,12th Grade,,
Last 30 Days,Heroin without a Needle,2002,0.473158068,12th Grade,,
Last 30 Days,Heroin without a Needle,2003,0.432495499,12th Grade,,
Last 30 Days,Heroin without a Needle,2004,0.321911048,12th Grade,,
Last 30 Days,Heroin without a Needle,2005,0.456920886,12th Grade,,
Last 30 Days,Heroin without a Needle,2006,0.285921067,12th Grade,,
Last 30 Days,Heroin without a Needle,2007,0.362668574,12th Grade,,
Last 30 Days,Heroin without a Needle,2008,0.206791192,12th Grade,,
Last 30 Days,Heroin without a Needle,2009,0.2816182,12th Grade,,
Last 30 Days,Heroin without a Needle,2010,0.389265402,12th Grade,,
Last 30 Days,Heroin without a Needle,2011,0.378795255,12th Grade,,
Last 30 Days,Heroin without a Needle,2012,0.161775029,12th Grade,,
Last 30 Days,Heroin without a Needle,2013,0.246535226,12th Grade,,
Last 30 Days,Heroin without a Needle,2014,0.389708996,12th Grade,,
Last 30 Days,Heroin without a Needle,2015,0.251886887,12th Grade,,
Last 30 Days,Heroin without a Needle,2016,0.129801484,12th Grade,,
Last 30 Days,Heroin without a Needle,2017,0.170741393,12th Grade,,
Last 30 Days,Heroin without a Needle,2018,0.125316915,12th Grade,,
Last 30 Days,Heroin without a Needle,2019,0.173595933,12th Grade,,
Last 30 Days,Heroin without a Needle,2020,0.1360065,12th Grade,,
Last 30 Days,Heroin without a Needle,2021,0.068860817,12th Grade,,
Lifetime,Inhalants,1991,17.60723203,8th Grade,,
Lifetime,Inhalants,1992,17.36069312,8th Grade,,
Lifetime,Inhalants,1993,19.41468885,8th Grade,,
Lifetime,Inhalants,1994,19.87351333,8th Grade,,
Lifetime,Inhalants,1995,21.62206174,8th Grade,,
Lifetime,Inhalants,1996,21.19047742,8th Grade,,
Lifetime,Inhalants,1997,21.00288056,8th Grade,,
Lifetime,Inhalants,1998,20.47243987,8th Grade,,
Lifetime,Inhalants,1999,19.66244114,8th Grade,,
Lifetime,Inhalants,2000,17.88241279,8th Grade,,
Lifetime,Inhalants,2001,17.06031161,8th Grade,,
Lifetime,Inhalants,2002,15.18644373,8th Grade,,
Lifetime,Inhalants,2003,15.77150293,8th Grade,,
Lifetime,Inhalants,2004,17.30632504,8th Grade,,
Lifetime,Inhalants,2005,17.07483371,8th Grade,,
Lifetime,Inhalants,2006,16.13644547,8th Grade,,
Lifetime,Inhalants,2007,15.58954991,8th Grade,,
Lifetime,Inhalants,2008,15.74970538,8th Grade,,
Lifetime,Inhalants,2009,14.94179964,8th Grade,,
Lifetime,Inhalants,2010,14.48486957,8th Grade,,
Lifetime,Inhalants,2011,13.1225469,8th Grade,,
Lifetime,Inhalants,2012,11.79775925,8th Grade,,
Lifetime,Inhalants,2013,10.75958488,8th Grade,,
Lifetime,Inhalants,2014,10.7715935,8th Grade,,
Lifetime,Inhalants,2015,9.365791618,8th Grade,,
Lifetime,Inhalants,2016,7.662251069,8th Grade,,
Lifetime,Inhalants,2017,8.879546572,8th Grade,,
Lifetime,Inhalants,2018,8.704356302,8th Grade,,
Lifetime,Inhalants,2019,9.481080955,8th Grade,,
Lifetime,Inhalants,2020,12.64698052,8th Grade,,
Lifetime,Inhalants,2021,11.25968625,8th Grade,,
Lifetime,Inhalants,2022,9.774336037,8th Grade,,
Lifetime,Inhalants,2023,8.957702855,8th Grade,,
Lifetime,Inhalants,1991,15.73485221,10th Grade,,
Lifetime,Inhalants,1992,16.60749891,10th Grade,,
Lifetime,Inhalants,1993,17.54598728,10th Grade,,
Lifetime,Inhalants,1994,18.02705806,10th Grade,,
Lifetime,Inhalants,1995,18.96688047,10th Grade,,
Lifetime,Inhalants,1996,19.33090143,10th Grade,,
Lifetime,Inhalants,1997,18.33085921,10th Grade,,
Lifetime,Inhalants,1998,18.30367255,10th Grade,,
Lifetime,Inhalants,1999,17.0377438,10th Grade,,
Lifetime,Inhalants,2000,16.61329343,10th Grade,,
Lifetime,Inhalants,2001,15.16692417,10th Grade,,
Lifetime,Inhalants,2002,13.54230459,10th Grade,,
Lifetime,Inhalants,2003,12.7426246,10th Grade,,
Lifetime,Inhalants,2004,12.43510355,10th Grade,,
Lifetime,Inhalants,2005,13.05792042,10th Grade,,
Lifetime,Inhalants,2006,13.32405602,10th Grade,,
Lifetime,Inhalants,2007,13.64627244,10th Grade,,
Lifetime,Inhalants,2008,12.79388503,10th Grade,,
Lifetime,Inhalants,2009,12.32864192,10th Grade,,
Lifetime,Inhalants,2010,12.04838697,10th Grade,,
Lifetime,Inhalants,2011,10.09432635,10th Grade,,
Lifetime,Inhalants,2012,9.875832643,10th Grade,,
Lifetime,Inhalants,2013,8.683369392,10th Grade,,
Lifetime,Inhalants,2014,8.734930799,10th Grade,,
Lifetime,Inhalants,2015,7.232155665,10th Grade,,
Lifetime,Inhalants,2016,6.635641181,10th Grade,,
Lifetime,Inhalants,2017,6.115390852,10th Grade,,
Lifetime,Inhalants,2018,6.486326936,10th Grade,,
Lifetime,Inhalants,2019,6.834916467,10th Grade,,
Lifetime,Inhalants,2020,7.422536955,10th Grade,,
Lifetime,Inhalants,2021,7.227118505,10th Grade,,
Lifetime,Inhalants,2022,7.471873886,10th Grade,,
Lifetime,Inhalants,2023,6.531473075,10th Grade,,
Lifetime,Inhalants,1976,10.2689507,12th Grade,,
Lifetime,Inhalants,1977,11.06601879,12th Grade,,
Lifetime,Inhalants,1978,11.95737113,12th Grade,,
Lifetime,Inhalants,1979,12.6744729,12th Grade,,
Lifetime,Inhalants,1980,11.91266188,12th Grade,,
Lifetime,Inhalants,1981,12.30527761,12th Grade,,
Lifetime,Inhalants,1982,12.79450912,12th Grade,,
Lifetime,Inhalants,1983,13.60035825,12th Grade,,
Lifetime,Inhalants,1984,14.38425463,12th Grade,,
Lifetime,Inhalants,1985,15.40954012,12th Grade,,
Lifetime,Inhalants,1986,15.90628986,12th Grade,,
Lifetime,Inhalants,1987,17.04877045,12th Grade,,
Lifetime,Inhalants,1988,16.70297238,12th Grade,,
Lifetime,Inhalants,1989,17.56083422,12th Grade,,
Lifetime,Inhalants,1990,17.98091816,12th Grade,,
Lifetime,Inhalants,1991,17.60362572,12th Grade,,
Lifetime,Inhalants,1992,16.56539084,12th Grade,,
Lifetime,Inhalants,1993,17.42180145,12th Grade,,
Lifetime,Inhalants,1994,17.7272913,12th Grade,,
Lifetime,Inhalants,1995,17.41680417,12th Grade,,
Lifetime,Inhalants,1996,16.62993841,12th Grade,,
Lifetime,Inhalants,1997,16.10737326,12th Grade,,
Lifetime,Inhalants,1998,15.23331637,12th Grade,,
Lifetime,Inhalants,1999,15.36097259,12th Grade,,
Lifetime,Inhalants,2000,14.17005227,12th Grade,,
Lifetime,Inhalants,2001,13.02429587,12th Grade,,
Lifetime,Inhalants,2002,11.65351731,12th Grade,,
Lifetime,Inhalants,2003,11.178784,12th Grade,,
Lifetime,Inhalants,2004,10.90568627,12th Grade,,
Lifetime,Inhalants,2005,11.36011059,12th Grade,,
Lifetime,Inhalants,2006,11.13471899,12th Grade,,
Lifetime,Inhalants,2007,10.5033603,12th Grade,,
Lifetime,Inhalants,2008,9.938559768,12th Grade,,
Lifetime,Inhalants,2009,9.456690407,12th Grade,,
Lifetime,Inhalants,2010,9.033762832,12th Grade,,
Lifetime,Inhalants,2011,8.09694257,12th Grade,,
Lifetime,Inhalants,2012,7.905609062,12th Grade,,
Lifetime,Inhalants,2013,6.903010863,12th Grade,,
Lifetime,Inhalants,2014,6.479894795,12th Grade,,
Lifetime,Inhalants,2015,5.678325109,12th Grade,,
Lifetime,Inhalants,2016,5.025145795,12th Grade,,
Lifetime,Inhalants,2017,4.859158219,12th Grade,,
Lifetime,Inhalants,2018,4.407619,12th Grade,,
Lifetime,Inhalants,2019,5.301428884,12th Grade,,
Lifetime,Inhalants,2020,3.803629324,12th Grade,,
Lifetime,Inhalants,2021,4.96859547,12th Grade,,
Lifetime,Inhalants,2022,5.837846048,12th Grade,,
Lifetime,Inhalants,2023,6.274515866,12th Grade,,
Last 12 Months,Inhalants,1991,9.001761573,8th Grade,,
Last 12 Months,Inhalants,1992,9.520279957,8th Grade,,
Last 12 Months,Inhalants,1993,11.00310989,8th Grade,,
Last 12 Months,Inhalants,1994,11.7030092,8th Grade,,
Last 12 Months,Inhalants,1995,12.7542447,8th Grade,,
Last 12 Months,Inhalants,1996,12.22935192,8th Grade,,
Last 12 Months,Inhalants,1997,11.81541756,8th Grade,,
Last 12 Months,Inhalants,1998,11.14244459,8th Grade,,
Last 12 Months,Inhalants,1999,10.2545447,8th Grade,,
Last 12 Months,Inhalants,2000,9.401767095,8th Grade,,
Last 12 Months,Inhalants,2001,9.112514693,8th Grade,,
Last 12 Months,Inhalants,2002,7.669519694,8th Grade,,
Last 12 Months,Inhalants,2003,8.724972603,8th Grade,,
Last 12 Months,Inhalants,2004,9.59391988,8th Grade,,
Last 12 Months,Inhalants,2005,9.519587366,8th Grade,,
Last 12 Months,Inhalants,2006,9.07810192,8th Grade,,
Last 12 Months,Inhalants,2007,8.327963249,8th Grade,,
Last 12 Months,Inhalants,2008,8.88889778,8th Grade,,
Last 12 Months,Inhalants,2009,8.148587041,8th Grade,,
Last 12 Months,Inhalants,2010,8.072034139,8th Grade,,
Last 12 Months,Inhalants,2011,7.044231012,8th Grade,,
Last 12 Months,Inhalants,2012,6.23445303,8th Grade,,
Last 12 Months,Inhalants,2013,5.184213967,8th Grade,,
Last 12 Months,Inhalants,2014,5.259326715,8th Grade,,
Last 12 Months,Inhalants,2015,4.576599417,8th Grade,,
Last 12 Months,Inhalants,2016,3.756998091,8th Grade,,
Last 12 Months,Inhalants,2017,4.665580951,8th Grade,,
Last 12 Months,Inhalants,2018,4.550873075,8th Grade,,
Last 12 Months,Inhalants,2019,4.656092595,8th Grade,,
Last 12 Months,Inhalants,2020,6.143240937,8th Grade,,
Last 12 Months,Inhalants,2021,4.832454281,8th Grade,,
Last 12 Months,Inhalants,2022,3.600729565,8th Grade,,
Last 12 Months,Inhalants,2023,4.341685303,8th Grade,,
Last 12 Months,Inhalants,1991,7.051882181,10th Grade,,
Last 12 Months,Inhalants,1992,7.506105407,10th Grade,,
Last 12 Months,Inhalants,1993,8.442318943,10th Grade,,
Last 12 Months,Inhalants,1994,9.143304628,10th Grade,,
Last 12 Months,Inhalants,1995,9.619773506,10th Grade,,
Last 12 Months,Inhalants,1996,9.524936066,10th Grade,,
Last 12 Months,Inhalants,1997,8.654056744,10th Grade,,
Last 12 Months,Inhalants,1998,8.006641828,10th Grade,,
Last 12 Months,Inhalants,1999,7.249888789,10th Grade,,
Last 12 Months,Inhalants,2000,7.32501947,10th Grade,,
Last 12 Months,Inhalants,2001,6.647444952,10th Grade,,
Last 12 Months,Inhalants,2002,5.759863001,10th Grade,,
Last 12 Months,Inhalants,2003,5.426413592,10th Grade,,
Last 12 Months,Inhalants,2004,5.921988109,10th Grade,,
Last 12 Months,Inhalants,2005,5.984787689,10th Grade,,
Last 12 Months,Inhalants,2006,6.459869488,10th Grade,,
Last 12 Months,Inhalants,2007,6.624467742,10th Grade,,
Last 12 Months,Inhalants,2008,5.894721943,10th Grade,,
Last 12 Months,Inhalants,2009,6.064384943,10th Grade,,
Last 12 Months,Inhalants,2010,5.698526993,10th Grade,,
Last 12 Months,Inhalants,2011,4.458160297,10th Grade,,
Last 12 Months,Inhalants,2012,4.052886661,10th Grade,,
Last 12 Months,Inhalants,2013,3.45311488,10th Grade,,
Last 12 Months,Inhalants,2014,3.346376295,10th Grade,,
Last 12 Months,Inhalants,2015,2.888613061,10th Grade,,
Last 12 Months,Inhalants,2016,2.44288654,10th Grade,,
Last 12 Months,Inhalants,2017,2.304276154,10th Grade,,
Last 12 Months,Inhalants,2018,2.377470453,10th Grade,,
Last 12 Months,Inhalants,2019,2.793322776,10th Grade,,
Last 12 Months,Inhalants,2020,2.850375435,10th Grade,,
Last 12 Months,Inhalants,2021,2.008891767,10th Grade,,
Last 12 Months,Inhalants,2022,2.36117655,10th Grade,,
Last 12 Months,Inhalants,2023,2.038989921,10th Grade,,
Last 12 Months,Inhalants,1976,2.9610109,12th Grade,,
Last 12 Months,Inhalants,1977,3.726912455,12th Grade,,
Last 12 Months,Inhalants,1978,4.144444669,12th Grade,,
Last 12 Months,Inhalants,1979,5.359611536,12th Grade,,
Last 12 Months,Inhalants,1980,4.637711065,12th Grade,,
Last 12 Months,Inhalants,1981,4.11316081,12th Grade,,
Last 12 Months,Inhalants,1982,4.463271514,12th Grade,,
Last 12 Months,Inhalants,1983,4.344312003,12th Grade,,
Last 12 Months,Inhalants,1984,5.14692616,12th Grade,,
Last 12 Months,Inhalants,1985,5.725860091,12th Grade,,
Last 12 Months,Inhalants,1986,6.130148491,12th Grade,,
Last 12 Months,Inhalants,1987,6.915872434,12th Grade,,
Last 12 Months,Inhalants,1988,6.515820549,12th Grade,,
Last 12 Months,Inhalants,1989,5.850532607,12th Grade,,
Last 12 Months,Inhalants,1990,6.904812882,12th Grade,,
Last 12 Months,Inhalants,1991,6.631816053,12th Grade,,
Last 12 Months,Inhalants,1992,6.202765935,12th Grade,,
Last 12 Months,Inhalants,1993,6.956139814,12th Grade,,
Last 12 Months,Inhalants,1994,7.666438373,12th Grade,,
