time,drug,year,estimate,grade,LBYear1,LBYear2
Last 30 Days,Heroin,2015,0.196854727,10th Grade,,
Last 30 Days,Heroin,2016,0.201005263,10th Grade,,
Last 30 Days,Heroin,2017,0.112931085,10th Grade,,
Last 30 Days,Heroin,2018,0.076273936,10th Grade,,
Last 30 Days,Heroin,2019,0.233042526,10th Grade,,
Last 30 Days,Heroin,2020,0.145013106,10th Grade,,
Last 30 Days,Heroin,2021,0.108660303,10th Grade,,
Last 30 Days,Heroin,2022,0.168870708,10th Grade,,
Last 30 Days,Heroin,2023,0.162409023,10th Grade,,
Last 30 Days,Heroin,1976,0.207539054,12th Grade,,
Last 30 Days,Heroin,1977,0.32113076,12th Grade,,
Last 30 Days,Heroin,1978,0.345463306,12th Grade,,
Last 30 Days,Heroin,1979,0.190401011,12th Grade,,
Last 30 Days,Heroin,1980,0.213099079,12th Grade,,
Last 30 Days,Heroin,1981,0.212948309,12th Grade,,
Last 30 Days,Heroin,1982,0.246906363,12th Grade,,
Last 30 Days,Heroin,1983,0.239760349,12th Grade,,
Last 30 Days,Heroin,1984,0.328792,12th Grade,,
Last 30 Days,Heroin,1985,0.253117278,12th Grade,,
Last 30 Days,Heroin,1986,0.219454291,12th Grade,,
Last 30 Days,Heroin,1987,0.192938735,12th Grade,,
Last 30 Days,Heroin,1988,0.213598515,12th Grade,,
Last 30 Days,Heroin,1989,0.323587489,12th Grade,,
Last 30 Days,Heroin,1990,0.182782639,12th Grade,,
Last 30 Days,Heroin,1991,0.219302669,12th Grade,,
Last 30 Days,Heroin,1992,0.323650633,12th Grade,,
Last 30 Days,Heroin,1993,0.23691409,12th Grade,,
Last 30 Days,Heroin,1994,0.308523519,12th Grade,,
Last 30 Days,Heroin,1995,0.555437564,12th Grade,,
Last 30 Days,Heroin,1996,0.469132197,12th Grade,,
Last 30 Days,Heroin,1997,0.526349768,12th Grade,,
Last 30 Days,Heroin,1998,0.520767336,12th Grade,,
Last 30 Days,Heroin,1999,0.537817324,12th Grade,,
Last 30 Days,Heroin,2000,0.735407332,12th Grade,,
Last 30 Days,Heroin,2001,0.417590868,12th Grade,,
Last 30 Days,Heroin,2002,0.5247438,12th Grade,,
Last 30 Days,Heroin,2003,0.38554204,12th Grade,,
Last 30 Days,Heroin,2004,0.454947559,12th Grade,,
Last 30 Days,Heroin,2005,0.452071097,12th Grade,,
Last 30 Days,Heroin,2006,0.387225501,12th Grade,,
Last 30 Days,Heroin,2007,0.419285779,12th Grade,,
Last 30 Days,Heroin,2008,0.394361939,12th Grade,,
Last 30 Days,Heroin,2009,0.397723204,12th Grade,,
Last 30 Days,Heroin,2010,0.402031672,12th Grade,,
Last 30 Days,Heroin,2011,0.434118881,12th Grade,,
Last 30 Days,Heroin,2012,0.339143817,12th Grade,,
Last 30 Days,Heroin,2013,0.309813623,12th Grade,,
Last 30 Days,Heroin,2014,0.42271532,12th Grade,,
Last 30 Days,Heroin,2015,0.34420053,12th Grade,,
Last 30 Days,Heroin,2016,0.210378945,12th Grade,,
Last 30 Days,Heroin,2017,0.281414145,12th Grade,,
Last 30 Days,Heroin,2018,0.192461617,12th Grade,,
Last 30 Days,Heroin,2019,0.2893939,12th Grade,,
Last 30 Days,Heroin,2020,0.281732698,12th Grade,,
Last 30 Days,Heroin,2021,0.091344373,12th Grade,,
Last 30 Days,Heroin,2022,0.264531519,12th Grade,,
Last 30 Days,Heroin,2023,0.109998121,12th Grade,,
Lifetime,Heroin with a Needle,1995,1.515453666,8th Grade,,
Lifetime,Heroin with a Needle,1996,1.559512361,8th Grade,,
Lifetime,Heroin with a Needle,1997,1.2461025,8th Grade,,
Lifetime,Heroin with a Needle,1998,1.399376894,8th Grade,,
Lifetime,Heroin with a Needle,1999,1.586218526,8th Grade,,
Lifetime,Heroin with a Needle,2000,1.107105597,8th Grade,,
Lifetime,Heroin with a Needle,2001,1.152734235,8th Grade,,
Lifetime,Heroin with a Needle,2002,1.040953587,8th Grade,,
Lifetime,Heroin with a Needle,2003,0.95421097,8th Grade,,
Lifetime,Heroin with a Needle,2004,1.101201728,8th Grade,,
Lifetime,Heroin with a Needle,2005,0.997964391,8th Grade,,
Lifetime,Heroin with a Needle,2006,0.968946012,8th Grade,,
Lifetime,Heroin with a Needle,2007,0.915205049,8th Grade,,
Lifetime,Heroin with a Needle,2008,0.905512664,8th Grade,,
Lifetime,Heroin with a Needle,2009,0.888646287,8th Grade,,
Lifetime,Heroin with a Needle,2010,0.911474597,8th Grade,,
Lifetime,Heroin with a Needle,2011,0.798463997,8th Grade,,
Lifetime,Heroin with a Needle,2012,0.574835537,8th Grade,,
Lifetime,Heroin with a Needle,2013,0.608215127,8th Grade,,
Lifetime,Heroin with a Needle,2014,0.767009884,8th Grade,,
Lifetime,Heroin with a Needle,2015,0.311981594,8th Grade,,
Lifetime,Heroin with a Needle,2016,0.294272426,8th Grade,,
Lifetime,Heroin with a Needle,2017,0.384582791,8th Grade,,
Lifetime,Heroin with a Needle,2018,0.398028441,8th Grade,,
Lifetime,Heroin with a Needle,2019,0.461910922,8th Grade,,
Lifetime,Heroin with a Needle,2020,0.26544972,8th Grade,,
Lifetime,Heroin with a Needle,2021,0.352211819,8th Grade,,
Lifetime,Heroin with a Needle,1995,0.965561507,10th Grade,,
Lifetime,Heroin with a Needle,1996,1.080746932,10th Grade,,
Lifetime,Heroin with a Needle,1997,1.086981324,10th Grade,,
Lifetime,Heroin with a Needle,1998,1.162831416,10th Grade,,
Lifetime,Heroin with a Needle,1999,1.266665994,10th Grade,,
Lifetime,Heroin with a Needle,2000,1.049552531,10th Grade,,
Lifetime,Heroin with a Needle,2001,0.814367377,10th Grade,,
Lifetime,Heroin with a Needle,2002,0.960791113,10th Grade,,
Lifetime,Heroin with a Needle,2003,0.873599295,10th Grade,,
Lifetime,Heroin with a Needle,2004,0.797921436,10th Grade,,
Lifetime,Heroin with a Needle,2005,0.832036981,10th Grade,,
Lifetime,Heroin with a Needle,2006,0.852851766,10th Grade,,
Lifetime,Heroin with a Needle,2007,0.855275423,10th Grade,,
Lifetime,Heroin with a Needle,2008,0.687253657,10th Grade,,
Lifetime,Heroin with a Needle,2009,0.944673676,10th Grade,,
Lifetime,Heroin with a Needle,2010,0.769241943,10th Grade,,
Lifetime,Heroin with a Needle,2011,0.756197843,10th Grade,,
Lifetime,Heroin with a Needle,2012,0.65470956,10th Grade,,
Lifetime,Heroin with a Needle,2013,0.682049713,10th Grade,,
Lifetime,Heroin with a Needle,2014,0.599661701,10th Grade,,
Lifetime,Heroin with a Needle,2015,0.464431033,10th Grade,,
Lifetime,Heroin with a Needle,2016,0.486832067,10th Grade,,
Lifetime,Heroin with a Needle,2017,0.323376901,10th Grade,,
Lifetime,Heroin with a Needle,2018,0.244547432,10th Grade,,
Lifetime,Heroin with a Needle,2019,0.301669795,10th Grade,,
Lifetime,Heroin with a Needle,2020,0.177016227,10th Grade,,
Lifetime,Heroin with a Needle,2021,0.261199511,10th Grade,,
Lifetime,Heroin with a Needle,1995,0.708765619,12th Grade,,
Lifetime,Heroin with a Needle,1996,0.814026471,12th Grade,,
Lifetime,Heroin with a Needle,1997,0.92571394,12th Grade,,
Lifetime,Heroin with a Needle,1998,0.831094032,12th Grade,,
Lifetime,Heroin with a Needle,1999,0.900652861,12th Grade,,
Lifetime,Heroin with a Needle,2000,0.77030646,12th Grade,,
Lifetime,Heroin with a Needle,2001,0.665612968,12th Grade,,
Lifetime,Heroin with a Needle,2002,0.760793839,12th Grade,,
Lifetime,Heroin with a Needle,2003,0.71104937,12th Grade,,
Lifetime,Heroin with a Needle,2004,0.692020153,12th Grade,,
Lifetime,Heroin with a Needle,2005,0.909414021,12th Grade,,
Lifetime,Heroin with a Needle,2006,0.765962882,12th Grade,,
Lifetime,Heroin with a Needle,2007,0.683570309,12th Grade,,
Lifetime,Heroin with a Needle,2008,0.69614876,12th Grade,,
Lifetime,Heroin with a Needle,2009,0.59275519,12th Grade,,
Lifetime,Heroin with a Needle,2010,1.12716551,12th Grade,,
Lifetime,Heroin with a Needle,2011,0.941552968,12th Grade,,
Lifetime,Heroin with a Needle,2012,0.714047207,12th Grade,,
Lifetime,Heroin with a Needle,2013,0.677306623,12th Grade,,
Lifetime,Heroin with a Needle,2014,0.810271385,12th Grade,,
Lifetime,Heroin with a Needle,2015,0.645853713,12th Grade,,
Lifetime,Heroin with a Needle,2016,0.45847396,12th Grade,,
Lifetime,Heroin with a Needle,2017,0.422314294,12th Grade,,
Lifetime,Heroin with a Needle,2018,0.462904305,12th Grade,,
Lifetime,Heroin with a Needle,2019,0.38404561,12th Grade,,
Lifetime,Heroin with a Needle,2020,0.23849289,12th Grade,,
Lifetime,Heroin with a Needle,2021,0.215502056,12th Grade,,
Last 12 Months,Heroin with a Needle,1995,0.883803665,8th Grade,,
Last 12 Months,Heroin with a Needle,1996,1.025771469,8th Grade,,
Last 12 Months,Heroin with a Needle,1997,0.752703971,8th Grade,,
Last 12 Months,Heroin with a Needle,1998,0.845272799,8th Grade,,
Last 12 Months,Heroin with a Needle,1999,0.931873022,8th Grade,,
Last 12 Months,Heroin with a Needle,2000,0.629212406,8th Grade,,
Last 12 Months,Heroin with a Needle,2001,0.722974557,8th Grade,,
Last 12 Months,Heroin with a Needle,2002,0.645470838,8th Grade,,
Last 12 Months,Heroin with a Needle,2003,0.623475153,8th Grade,,
Last 12 Months,Heroin with a Needle,2004,0.702273596,8th Grade,,
Last 12 Months,Heroin with a Needle,2005,0.559912509,8th Grade,,
Last 12 Months,Heroin with a Needle,2006,0.510477299,8th Grade,,
Last 12 Months,Heroin with a Needle,2007,0.55320073,8th Grade,,
Last 12 Months,Heroin with a Needle,2008,0.535844969,8th Grade,,
Last 12 Months,Heroin with a Needle,2009,0.547922628,8th Grade,,
Last 12 Months,Heroin with a Needle,2010,0.562094094,8th Grade,,
Last 12 Months,Heroin with a Needle,2011,0.457024667,8th Grade,,
Last 12 Months,Heroin with a Needle,2012,0.369785422,8th Grade,,
Last 12 Months,Heroin with a Needle,2013,0.335197703,8th Grade,,
Last 12 Months,Heroin with a Needle,2014,0.414836173,8th Grade,,
Last 12 Months,Heroin with a Needle,2015,0.193543636,8th Grade,,
Last 12 Months,Heroin with a Needle,2016,0.202793501,8th Grade,,
Last 12 Months,Heroin with a Needle,2017,0.212814006,8th Grade,,
Last 12 Months,Heroin with a Needle,2018,0.221896927,8th Grade,,
Last 12 Months,Heroin with a Needle,2019,0.211767949,8th Grade,,
Last 12 Months,Heroin with a Needle,2020,0.212594476,8th Grade,,
Last 12 Months,Heroin with a Needle,2021,0.12651827,8th Grade,,
Last 12 Months,Heroin with a Needle,1995,0.569011503,10th Grade,,
Last 12 Months,Heroin with a Needle,1996,0.653655728,10th Grade,,
Last 12 Months,Heroin with a Needle,1997,0.713051746,10th Grade,,
Last 12 Months,Heroin with a Needle,1998,0.777302063,10th Grade,,
Last 12 Months,Heroin with a Needle,1999,0.64295024,10th Grade,,
Last 12 Months,Heroin with a Needle,2000,0.524221245,10th Grade,,
Last 12 Months,Heroin with a Needle,2001,0.444361991,10th Grade,,
Last 12 Months,Heroin with a Needle,2002,0.566932394,10th Grade,,
Last 12 Months,Heroin with a Needle,2003,0.470416605,10th Grade,,
Last 12 Months,Heroin with a Needle,2004,0.456806436,10th Grade,,
Last 12 Months,Heroin with a Needle,2005,0.500879461,10th Grade,,
Last 12 Months,Heroin with a Needle,2006,0.52770099,10th Grade,,
Last 12 Months,Heroin with a Needle,2007,0.504501757,10th Grade,,
Last 12 Months,Heroin with a Needle,2008,0.493814384,10th Grade,,
Last 12 Months,Heroin with a Needle,2009,0.583209349,10th Grade,,
Last 12 Months,Heroin with a Needle,2010,0.468332034,10th Grade,,
Last 12 Months,Heroin with a Needle,2011,0.480629684,10th Grade,,
Last 12 Months,Heroin with a Needle,2012,0.383117903,10th Grade,,
Last 12 Months,Heroin with a Needle,2013,0.451757023,10th Grade,,
Last 12 Months,Heroin with a Needle,2014,0.424207868,10th Grade,,
Last 12 Months,Heroin with a Needle,2015,0.235035557,10th Grade,,
Last 12 Months,Heroin with a Needle,2016,0.286537581,10th Grade,,
Last 12 Months,Heroin with a Needle,2017,0.177594472,10th Grade,,
Last 12 Months,Heroin with a Needle,2018,0.110417693,10th Grade,,
Last 12 Months,Heroin with a Needle,2019,0.239656154,10th Grade,,
Last 12 Months,Heroin with a Needle,2020,0.158316462,10th Grade,,
Last 12 Months,Heroin with a Needle,2021,0.126869959,10th Grade,,
Last 12 Months,Heroin with a Needle,1995,0.492268974,12th Grade,,
Last 12 Months,Heroin with a Needle,1996,0.515159166,12th Grade,,
Last 12 Months,Heroin with a Needle,1997,0.532285519,12th Grade,,
Last 12 Months,Heroin with a Needle,1998,0.419774514,12th Grade,,
Last 12 Months,Heroin with a Needle,1999,0.411855077,12th Grade,,
Last 12 Months,Heroin with a Needle,2000,0.432552395,12th Grade,,
Last 12 Months,Heroin with a Needle,2001,0.300472331,12th Grade,,
Last 12 Months,Heroin with a Needle,2002,0.388061261,12th Grade,,
Last 12 Months,Heroin with a Needle,2003,0.440159786,12th Grade,,
Last 12 Months,Heroin with a Needle,2004,0.406609495,12th Grade,,
Last 12 Months,Heroin with a Needle,2005,0.484442614,12th Grade,,
Last 12 Months,Heroin with a Needle,2006,0.476941743,12th Grade,,
Last 12 Months,Heroin with a Needle,2007,0.35116533,12th Grade,,
Last 12 Months,Heroin with a Needle,2008,0.36803953,12th Grade,,
Last 12 Months,Heroin with a Needle,2009,0.302716567,12th Grade,,
Last 12 Months,Heroin with a Needle,2010,0.675837562,12th Grade,,
Last 12 Months,Heroin with a Needle,2011,0.625275486,12th Grade,,
Last 12 Months,Heroin with a Needle,2012,0.40060626,12th Grade,,
Last 12 Months,Heroin with a Needle,2013,0.36058825,12th Grade,,
Last 12 Months,Heroin with a Needle,2014,0.511338471,12th Grade,,
Last 12 Months,Heroin with a Needle,2015,0.336001832,12th Grade,,
Last 12 Months,Heroin with a Needle,2016,0.285270777,12th Grade,,
Last 12 Months,Heroin with a Needle,2017,0.240737129,12th Grade,,
Last 12 Months,Heroin with a Needle,2018,0.340880033,12th Grade,,
Last 12 Months,Heroin with a Needle,2019,0.291767926,12th Grade,,
Last 12 Months,Heroin with a Needle,2020,0.109482331,12th Grade,,
Last 12 Months,Heroin with a Needle,2021,0.093237705,12th Grade,,
Last 30 Days,Heroin with a Needle,1995,0.396616178,8th Grade,,
Last 30 Days,Heroin with a Needle,1996,0.543735872,8th Grade,,
Last 30 Days,Heroin with a Needle,1997,0.349784292,8th Grade,,
Last 30 Days,Heroin with a Needle,1998,0.453558043,8th Grade,,
Last 30 Days,Heroin with a Needle,1999,0.418793309,8th Grade,,
Last 30 Days,Heroin with a Needle,2000,0.326967869,8th Grade,,
Last 30 Days,Heroin with a Needle,2001,0.355105469,8th Grade,,
Last 30 Days,Heroin with a Needle,2002,0.299551073,8th Grade,,
Last 30 Days,Heroin with a Needle,2003,0.320993221,8th Grade,,
Last 30 Days,Heroin with a Needle,2004,0.334486679,8th Grade,,
Last 30 Days,Heroin with a Needle,2005,0.348374881,8th Grade,,
Last 30 Days,Heroin with a Needle,2006,0.188791509,8th Grade,,
Last 30 Days,Heroin with a Needle,2007,0.33558856,8th Grade,,
Last 30 Days,Heroin with a Needle,2008,0.31776748,8th Grade,,
Last 30 Days,Heroin with a Needle,2009,0.277658809,8th Grade,,
Last 30 Days,Heroin with a Needle,2010,0.314739482,8th Grade,,
Last 30 Days,Heroin with a Needle,2011,0.236805335,8th Grade,,
Last 30 Days,Heroin with a Needle,2012,0.174409879,8th Grade,,
Last 30 Days,Heroin with a Needle,2013,0.175960303,8th Grade,,
Last 30 Days,Heroin with a Needle,2014,0.21525853,8th Grade,,
Last 30 Days,Heroin with a Needle,2015,0.11078713,8th Grade,,
Last 30 Days,Heroin with a Needle,2016,0.116758274,8th Grade,,
Last 30 Days,Heroin with a Needle,2017,0.160308087,8th Grade,,
Last 30 Days,Heroin with a Needle,2018,0.077588636,8th Grade,,
Last 30 Days,Heroin with a Needle,2019,0.078620314,8th Grade,,
Last 30 Days,Heroin with a Needle,2020,0.197936746,8th Grade,,
Last 30 Days,Heroin with a Needle,2021,0.043863528,8th Grade,,
Last 30 Days,Heroin with a Needle,1995,0.329695216,10th Grade,,
Last 30 Days,Heroin with a Needle,1996,0.271266913,10th Grade,,
Last 30 Days,Heroin with a Needle,1997,0.28635628,10th Grade,,
Last 30 Days,Heroin with a Needle,1998,0.409335411,10th Grade,,
Last 30 Days,Heroin with a Needle,1999,0.317822837,10th Grade,,
Last 30 Days,Heroin with a Needle,2000,0.2624511,10th Grade,,
Last 30 Days,Heroin with a Needle,2001,0.204536608,10th Grade,,
Last 30 Days,Heroin with a Needle,2002,0.322002654,10th Grade,,
Last 30 Days,Heroin with a Needle,2003,0.214553078,10th Grade,,
Last 30 Days,Heroin with a Needle,2004,0.275492156,10th Grade,,
Last 30 Days,Heroin with a Needle,2005,0.29561478,10th Grade,,
Last 30 Days,Heroin with a Needle,2006,0.313222723,10th Grade,,
Last 30 Days,Heroin with a Needle,2007,0.305459731,10th Grade,,
Last 30 Days,Heroin with a Needle,2008,0.229482709,10th Grade,,
Last 30 Days,Heroin with a Needle,2009,0.273710926,10th Grade,,
Last 30 Days,Heroin with a Needle,2010,0.247836599,10th Grade,,
Last 30 Days,Heroin with a Needle,2011,0.223047905,10th Grade,,
Last 30 Days,Heroin with a Needle,2012,0.247843124,10th Grade,,
Last 30 Days,Heroin with a Needle,2013,0.245438137,10th Grade,,
Last 30 Days,Heroin with a Needle,2014,0.298278656,10th Grade,,
Last 30 Days,Heroin with a Needle,2015,0.065492124,10th Grade,,
Last 30 Days,Heroin with a Needle,2016,0.180144797,10th Grade,,
Last 30 Days,Heroin with a Needle,2017,0.093653775,10th Grade,,
Last 30 Days,Heroin with a Needle,2018,0.051791099,10th Grade,,
Last 30 Days,Heroin with a Needle,2019,0.188686974,10th Grade,,
Last 30 Days,Heroin with a Needle,2020,0.14471701,10th Grade,,
Last 30 Days,Heroin with a Needle,2021,0.108381459,10th Grade,,
Last 30 Days,Heroin with a Needle,1995,0.283104113,12th Grade,,
Last 30 Days,Heroin with a Needle,1996,0.39120403,12th Grade,,
Last 30 Days,Heroin with a Needle,1997,0.338311241,12th Grade,,
Last 30 Days,Heroin with a Needle,1998,0.225858114,12th Grade,,
Last 30 Days,Heroin with a Needle,1999,0.226221472,12th Grade,,
Last 30 Days,Heroin with a Needle,2000,0.246403845,12th Grade,,
Last 30 Days,Heroin with a Needle,2001,0.196868107,12th Grade,,
Last 30 Days,Heroin with a Needle,2002,0.280802537,12th Grade,,
Last 30 Days,Heroin with a Needle,2003,0.306187071,12th Grade,,
Last 30 Days,Heroin with a Needle,2004,0.206814115,12th Grade,,
Last 30 Days,Heroin with a Needle,2005,0.328001515,12th Grade,,
Last 30 Days,Heroin with a Needle,2006,0.279975,12th Grade,,
Last 30 Days,Heroin with a Needle,2007,0.18586879,12th Grade,,
Last 30 Days,Heroin with a Needle,2008,0.221041701,12th Grade,,
Last 30 Days,Heroin with a Needle,2009,0.142861085,12th Grade,,
Last 30 Days,Heroin with a Needle,2010,0.44905165,12th Grade,,
Last 30 Days,Heroin with a Needle,2011,0.404378337,12th Grade,,
Last 30 Days,Heroin with a Needle,2012,0.250431774,12th Grade,,
Last 30 Days,Heroin with a Needle,2013,0.234767966,12th Grade,,
Last 30 Days,Heroin with a Needle,2014,0.312520795,12th Grade,,
Last 30 Days,Heroin with a Needle,2015,0.2406761,12th Grade,,
Last 30 Days,Heroin with a Needle,2016,0.17124658,12th Grade,,
Last 30 Days,Heroin with a Needle,2017,0.155632103,12th Grade,,
Last 30 Days,Heroin with a Needle,2018,0.205484885,12th Grade,,
Last 30 Days,Heroin with a Needle,2019,0.258114144,12th Grade,,
Last 30 Days,Heroin with a Needle,2020,0.135877472,12th Grade,,
Last 30 Days,Heroin with a Needle,2021,0.08472617,12th Grade,,
Lifetime,Heroin without a Needle,1995,1.493919468,8th Grade,,
Lifetime,Heroin without a Needle,1996,1.577279848,8th Grade,,
Lifetime,Heroin without a Needle,1997,1.426255074,8th Grade,,
Lifetime,Heroin without a Needle,1998,1.548737143,8th Grade,,
Lifetime,Heroin without a Needle,1999,1.388670522,8th Grade,,
Lifetime,Heroin without a Needle,2000,1.27602644,8th Grade,,
Lifetime,Heroin without a Needle,2001,1.085240968,8th Grade,,
Lifetime,Heroin without a Needle,2002,1.029770514,8th Grade,,
Lifetime,Heroin without a Needle,2003,1.123639213,8th Grade,,
Lifetime,Heroin without a Needle,2004,1.02847183,8th Grade,,
Lifetime,Heroin without a Needle,2005,0.882086973,8th Grade,,
Lifetime,Heroin without a Needle,2006,0.879120548,8th Grade,,
Lifetime,Heroin without a Needle,2007,0.717148406,8th Grade,,
Lifetime,Heroin without a Needle,2008,0.925863453,8th Grade,,
Lifetime,Heroin without a Needle,2009,0.76634753,8th Grade,,
Lifetime,Heroin without a Needle,2010,0.733038315,8th Grade,,
Lifetime,Heroin without a Needle,2011,0.676882899,8th Grade,,
Lifetime,Heroin without a Needle,2012,0.468074626,8th Grade,,
Lifetime,Heroin without a Needle,2013,0.544109678,8th Grade,,
Lifetime,Heroin without a Needle,2014,0.405425217,8th Grade,,
Lifetime,Heroin without a Needle,2015,0.298926336,8th Grade,,
Lifetime,Heroin without a Needle,2016,0.365774093,8th Grade,,
Lifetime,Heroin without a Needle,2017,0.461966709,8th Grade,,
Lifetime,Heroin without a Needle,2018,0.345545012,8th Grade,,
Lifetime,Heroin without a Needle,2019,0.371593005,8th Grade,,
Lifetime,Heroin without a Needle,2020,0.422491675,8th Grade,,
Lifetime,Heroin without a Needle,2021,0.211920588,8th Grade,,
Lifetime,Heroin without a Needle,1995,1.0978233,10th Grade,,
Lifetime,Heroin without a Needle,1996,1.672571442,10th Grade,,
Lifetime,Heroin without a Needle,1997,1.685769659,10th Grade,,
Lifetime,Heroin without a Needle,1998,1.744408762,10th Grade,,
Lifetime,Heroin without a Needle,1999,1.647619329,10th Grade,,
Lifetime,Heroin without a Needle,2000,1.69401568,10th Grade,,
Lifetime,Heroin without a Needle,2001,1.280797126,10th Grade,,
Lifetime,Heroin without a Needle,2002,1.326959311,10th Grade,,
Lifetime,Heroin without a Needle,2003,1.022187083,10th Grade,,
Lifetime,Heroin without a Needle,2004,1.093083017,10th Grade,,
Lifetime,Heroin without a Needle,2005,1.100099103,10th Grade,,
Lifetime,Heroin without a Needle,2006,1.032502799,10th Grade,,
Lifetime,Heroin without a Needle,2007,1.055689319,10th Grade,,
Lifetime,Heroin without a Needle,2008,0.817361823,10th Grade,,
Lifetime,Heroin without a Needle,2009,0.982697114,10th Grade,,
Lifetime,Heroin without a Needle,2010,0.9035723,10th Grade,,
Lifetime,Heroin without a Needle,2011,0.756752395,10th Grade,,
Lifetime,Heroin without a Needle,2012,0.788230745,10th Grade,,
Lifetime,Heroin without a Needle,2013,0.653644388,10th Grade,,
Lifetime,Heroin without a Needle,2014,0.545952513,10th Grade,,
Lifetime,Heroin without a Needle,2015,0.441095186,10th Grade,,
Lifetime,Heroin without a Needle,2016,0.31553947,10th Grade,,
Lifetime,Heroin without a Needle,2017,0.292348802,10th Grade,,
Lifetime,Heroin without a Needle,2018,0.226576696,10th Grade,,
Lifetime,Heroin without a Needle,2019,0.306617643,10th Grade,,
Lifetime,Heroin without a Needle,2020,0.214696801,10th Grade,,
Lifetime,Heroin without a Needle,2021,0.106423483,10th Grade,,
Lifetime,Heroin without a Needle,1995,1.412652412,12th Grade,,
Lifetime,Heroin without a Needle,1996,1.706426672,12th Grade,,
Lifetime,Heroin without a Needle,1997,2.126989913,12th Grade,,
Lifetime,Heroin without a Needle,1998,1.626349842,12th Grade,,
Lifetime,Heroin without a Needle,1999,1.804091194,12th Grade,,
Lifetime,Heroin without a Needle,2000,2.444652651,12th Grade,,
Lifetime,Heroin without a Needle,2001,1.537492344,12th Grade,,
Lifetime,Heroin without a Needle,2002,1.59771825,12th Grade,,
Lifetime,Heroin without a Needle,2003,1.75120691,12th Grade,,
Lifetime,Heroin without a Needle,2004,1.431254168,12th Grade,,
Lifetime,Heroin without a Needle,2005,1.315974484,12th Grade,,
Lifetime,Heroin without a Needle,2006,1.133689041,12th Grade,,
Lifetime,Heroin without a Needle,2007,1.388371019,12th Grade,,
Lifetime,Heroin without a Needle,2008,1.063507172,12th Grade,,
Lifetime,Heroin without a Needle,2009,0.913068566,12th Grade,,
Lifetime,Heroin without a Needle,2010,1.367224941,12th Grade,,
Lifetime,Heroin without a Needle,2011,1.300854453,12th Grade,,
Lifetime,Heroin without a Needle,2012,0.761290835,12th Grade,,
Lifetime,Heroin without a Needle,2013,0.900984386,12th Grade,,
Lifetime,Heroin without a Needle,2014,0.738821284,12th Grade,,
Lifetime,Heroin without a Needle,2015,0.690180641,12th Grade,,
Lifetime,Heroin without a Needle,2016,0.632644009,12th Grade,,
Lifetime,Heroin without a Needle,2017,0.419829162,12th Grade,,
Lifetime,Heroin without a Needle,2018,0.564753332,12th Grade,,
Lifetime,Heroin without a Needle,2019,0.429739292,12th Grade,,
Lifetime,Heroin without a Needle,2020,0.136125656,12th Grade,,
Lifetime,Heroin without a Needle,2021,0.230225064,12th Grade,,
Last 12 Months,Heroin without a Needle,1995,0.826274828,8th Grade,,
Last 12 Months,Heroin without a Needle,1996,0.958170747,8th Grade,,
Last 12 Months,Heroin without a Needle,1997,0.831532049,8th Grade,,
Last 12 Months,Heroin without a Needle,1998,0.848122631,8th Grade,,
Last 12 Months,Heroin without a Needle,1999,0.866994525,8th Grade,,
Last 12 Months,Heroin without a Needle,2000,0.661981905,8th Grade,,
Last 12 Months,Heroin without a Needle,2001,0.600956656,8th Grade,,
Last 12 Months,Heroin without a Needle,2002,0.608524673,8th Grade,,
Last 12 Months,Heroin without a Needle,2003,0.625532273,8th Grade,,
Last 12 Months,Heroin without a Needle,2004,0.566511724,8th Grade,,
Last 12 Months,Heroin without a Needle,2005,0.475186343,8th Grade,,
Last 12 Months,Heroin without a Needle,2006,0.533992648,8th Grade,,
Last 12 Months,Heroin without a Needle,2007,0.463112018,8th Grade,,
Last 12 Months,Heroin without a Needle,2008,0.612611902,8th Grade,,
Last 12 Months,Heroin without a Needle,2009,0.370720472,8th Grade,,
Last 12 Months,Heroin without a Needle,2010,0.485360613,8th Grade,,
Last 12 Months,Heroin without a Needle,2011,0.433901474,8th Grade,,
Last 12 Months,Heroin without a Needle,2012,0.2560487,8th Grade,,
Last 12 Months,Heroin without a Needle,2013,0.326350511,8th Grade,,
Last 12 Months,Heroin without a Needle,2014,0.208999493,8th Grade,,
Last 12 Months,Heroin without a Needle,2015,0.178555598,8th Grade,,
Last 12 Months,Heroin without a Needle,2016,0.168842663,8th Grade,,
Last 12 Months,Heroin without a Needle,2017,0.259743508,8th Grade,,
Last 12 Months,Heroin without a Needle,2018,0.223706922,8th Grade,,
Last 12 Months,Heroin without a Needle,2019,0.201180347,8th Grade,,
Last 12 Months,Heroin without a Needle,2020,0.158814384,8th Grade,,
Last 12 Months,Heroin without a Needle,2021,0.075714711,8th Grade,,
Last 12 Months,Heroin without a Needle,1995,0.787990831,10th Grade,,
Last 12 Months,Heroin without a Needle,1996,0.89690574,10th Grade,,
Last 12 Months,Heroin without a Needle,1997,1.11675414,10th Grade,,
Last 12 Months,Heroin without a Needle,1998,0.985906902,10th Grade,,
Last 12 Months,Heroin without a Needle,1999,1.088401643,10th Grade,,
Last 12 Months,Heroin without a Needle,2000,1.083386689,10th Grade,,
Last 12 Months,Heroin without a Needle,2001,0.695109202,10th Grade,,
Last 12 Months,Heroin without a Needle,2002,0.775794813,10th Grade,,
