time,drug,year,age_19_20,age_21_22,age_23_24,age_25_26,age_27_28,age_29_30,age_35,age_40,age_45,age_50,age_55,age_60,age_65,age_18
30 Day,Cigarettes,1994,32.54,30.237,27.4191,27.2245,26.5655,26.2111,25.9385,.,.,.,.,.,.,31.24933132
30 Day,Cigarettes,1995,32.6859,31.178,28.5529,26.3307,27.6411,25.5783,26.1744,.,.,.,.,.,.,33.53052419
30 Day,Cigarettes,1996,34.3384,32.9259,30.4202,27.1595,26.3473,24.1114,26.9639,.,.,.,.,.,.,34.01005019
30 Day,Cigarettes,1997,33.9316,31.3979,28.3109,28.4667,25.4227,25.7332,22.8407,.,.,.,.,.,.,36.54581191
30 Day,Cigarettes,1998,34.0416,33.316,32.2825,30.7528,26.1157,24.8778,25.1477,24.1313,.,.,.,.,.,35.06292256
30 Day,Cigarettes,1999,35.9529,32.8352,32.5978,25.9031,23.2689,23.5543,23.8293,24.4927,.,.,.,.,.,34.60170994
30 Day,Cigarettes,2000,32.0204,34.5177,30.5781,29.2206,26.5951,22.4186,24.857,23.4935,.,.,.,.,.,31.44202894
30 Day,Cigarettes,2001,31.911,33.5825,31.4129,28.8237,24.7533,21.0329,21.2819,24.0904,.,.,.,.,.,29.4648308
30 Day,Cigarettes,2002,30.426,32.3921,32.9439,27.8322,25.5676,25.2677,24.115,19.7146,.,.,.,.,.,26.67226044
30 Day,Cigarettes,2003,28.3469,29.4142,29.8744,27.3705,26.4707,22.9726,20.3836,24.093,22.0227,.,.,.,.,24.41191018
30 Day,Cigarettes,2004,29.0305,31.8184,33.2618,31.1342,26.0367,22.7469,20.3768,21.1378,20.9635,.,.,.,.,25.0124338
30 Day,Cigarettes,2005,26.5479,29.4047,28.4491,31.1515,26.9938,23.2319,21.1218,21.6233,22.4787,.,.,.,.,23.1778422
30 Day,Cigarettes,2006,26.0802,29.0001,28.3802,30.3298,27.4181,25.1822,18.2614,18.596,19.773,.,.,.,.,21.58393456
30 Day,Cigarettes,2007,21.6142,28.2016,28.3648,26.8753,26.2384,23.1036,18.5776,19.4274,18.3714,.,.,.,.,21.59380355
30 Day,Cigarettes,2008,21.1978,26.454,28.1975,24.5499,27.7862,24.8526,22.2374,19.0615,19.7215,19.8489,.,.,.,20.39540831
30 Day,Cigarettes,2009,20.8838,25.3087,24.8061,25.4403,24.4131,24.8663,17.9152,16.1055,19.021,17.5241,.,.,.,20.11478551
30 Day,Cigarettes,2010,20.5865,23.1172,24.2857,24.4457,23.1942,26.0278,20.0023,17.7338,19.6053,20.0285,.,.,.,19.19381043
30 Day,Cigarettes,2011,19.4775,24.2145,22.8773,24.649,21.9427,21.114,21.8007,15.3072,16.2168,17.344,.,.,.,18.66530019
30 Day,Cigarettes,2012,16.8785,20.2846,20.5324,22.2665,22.8958,19.6608,18.902,12.8651,16.3917,15.8142,.,.,.,17.13820619
30 Day,Cigarettes,2013,18.704,22.3118,21.5304,20.4309,21.4419,19.2461,18.1096,18.9667,13.8989,16.7509,14.6715,.,.,16.27201604
30 Day,Cigarettes,2014,15.8819,18.192,18.7929,16.4517,20.158,19.6875,19.3864,14.4769,16.1761,15.5115,15.1488,.,.,13.58225678
30 Day,Cigarettes,2015,17.0277,18.7635,19.3435,19.4254,15.5785,14.9247,19.0283,14.6765,11.4818,16.4055,15.5971,.,.,11.37114747
30 Day,Cigarettes,2016,9.706,16.0615,16.0139,16.401,15.5981,16.9073,17.2681,14.7944,12.8402,14.9633,14.4788,.,.,10.50002891
30 Day,Cigarettes,2017,9.6813,17.8409,17.5057,18.1552,15.8275,11.9664,15.4939,14.5317,9.8949,14.0847,13.2218,.,.,9.653774226
30 Day,Cigarettes,2018,11.2266,12.4339,16.77,14.2368,13.8903,13.8523,12.3335,13.2256,14.4056,11.5386,15.2678,13.9374,.,7.649216533
30 Day,Cigarettes,2019,8.3513,13.2512,10.8276,15.1709,15.3845,14.8835,12.9765,13.812,11.6135,10.9839,13.2247,12.1897,.,5.725365789
30 Day,Cigarettes,2020,8.0819,7.8012,11.3875,11.6424,10.8984,11.4575,12.0222,13.0216,13.4238,9.866,12.0524,13.1177,.,7.477448687
30 Day,Cigarettes,2021,7.249,8.2839,9.3991,11.2426,14.9817,13.2025,12.3613,11.1377,8.9989,11.3835,11.3528,10.0286,.,4.107411448
30 Day,Cigarettes,2022,5.1334,7.845,11.232,8.7692,8.1475,8.4207,13.7443,13.7807,13.2261,8.3353,10.5409,12.0354,.,3.973648366
30 Day,Cigarettes,2023,6.9586,8.0106,7.8672,8.6232,9.8758,10.6445,8.8043,10.0942,9.6686,12.023,8.5004,9.9058,9.93914,2.916928903
30 Day,Cocaine,1976,.,.,.,.,.,.,.,.,.,.,.,.,.,2.049374615
30 Day,Cocaine,1977,.,.,.,.,.,.,.,.,.,.,.,.,.,2.934544384
30 Day,Hallucinogens,1976,.,.,.,.,.,.,.,.,.,.,.,.,.,3.480841897
30 Day,Hallucinogens,1977,.,.,.,.,.,.,.,.,.,.,.,.,.,4.109617568
30 Day,Hallucinogens Other Than LSD,1976,.,.,.,.,.,.,.,.,.,.,.,.,.,2.345958185
30 Day,Hallucinogens Other Than LSD,1977,.,.,.,.,.,.,.,.,.,.,.,.,.,3.030625133
30 Day,Heroin,1976,.,.,.,.,.,.,.,.,.,.,.,.,.,0.207539054
30 Day,Heroin,1977,.,.,.,.,.,.,.,.,.,.,.,.,.,0.32113076
30 Day,Inhalants,1976,.,.,.,.,.,.,.,.,.,.,.,.,.,0.894210743
30 Day,Inhalants,1977,.,.,.,.,.,.,.,.,.,.,.,.,.,1.315351111
30 Day,LSD,1976,.,.,.,.,.,.,.,.,.,.,.,.,.,1.915499857
30 Day,LSD,1977,.,.,.,.,.,.,.,.,.,.,.,.,.,2.149047074
30 Day,Liquor,1976,.,.,.,.,.,.,.,.,.,.,.,.,.,44.13227658
30 Day,Liquor,1977,.,.,.,.,.,.,.,.,.,.,.,.,.,44.95860811
30 Day,Cannabis,1978,37.9452,.,.,.,.,.,.,.,.,.,.,.,.,37.10610551
30 Day,Cannabis,1979,37.0884,.,.,.,.,.,.,.,.,.,.,.,.,36.52021179
30 Day,Cannabis,1980,34.6334,36.276,.,.,.,.,.,.,.,.,.,.,.,33.7460665
30 Day,Cannabis,1981,33.8076,35.0304,.,.,.,.,.,.,.,.,.,.,.,31.55001804
30 Day,Cannabis,1982,29.4704,29.4657,31.0358,.,.,.,.,.,.,.,.,.,.,28.49124419
30 Day,Cannabis,1983,25.8516,28.7698,29.7448,.,.,.,.,.,.,.,.,.,.,26.96822561
30 Day,Cannabis,1984,25.5216,26.699,25.8182,25.4476,.,.,.,.,.,.,.,.,.,25.1551969
30 Day,Cannabis,1985,23.8692,25.4913,26.4838,25.1157,.,.,.,.,.,.,.,.,.,25.70576093
30 Day,Cannabis,1986,23.2578,23.6042,23.5938,20.1535,21.2849,.,.,.,.,.,.,.,.,23.41025601
30 Day,Cannabis,1987,20.8443,22.3546,19.9079,21.021,20.7425,.,.,.,.,.,.,.,.,21.00563192
30 Day,Cannabis,1988,19.0558,18.759,17.9893,17.384,16.5438,15.1235,.,.,.,.,.,.,.,18.03282605
30 Day,Cannabis,1989,15.0552,16.3724,16.0388,14.9447,14.3124,15.4068,.,.,.,.,.,.,.,16.74163771
30 Day,Cannabis,1990,14.884,13.9464,13.685,13.5134,13.3166,11.8958,.,.,.,.,.,.,.,13.98731575
30 Day,Cannabis,1991,13.0677,14.2291,13.3507,13.679,13.9592,12.8189,.,.,.,.,.,.,.,13.76838746
30 Day,Cannabis,1992,14.6755,13.9567,11.9985,13.06,13.0057,12.4764,.,.,.,.,.,.,.,11.93159839
30 Day,Cannabis,1993,13.9081,13.4621,13.0981,13.1706,12.7129,11.6573,.,.,.,.,.,.,.,15.45485084
30 Day,Cannabis,1994,15.9554,17.007,13.0694,12.2938,11.3071,12.1059,9.0666,.,.,.,.,.,.,19.0092195
30 Day,Cannabis,1995,18.5617,14.8836,12.4371,11.9017,10.8751,11.8227,11.1679,.,.,.,.,.,.,21.15866862
30 Day,Cannabis,1996,19.4682,16.0718,15.2754,12.7919,11.0443,10.1444,8.5913,.,.,.,.,.,.,21.89085302
30 Day,Cannabis,1997,20.0364,18.4782,13.1763,10.5047,10.2707,9.6733,10.6155,.,.,.,.,.,.,23.65490502
30 Day,Cannabis,1998,18.9864,17.1371,14.2672,13.0548,11.0115,9.1806,8.9235,9.7255,.,.,.,.,.,22.83579606
30 Day,Cannabis,1999,22.2217,17.3215,15.2114,11.9784,9.2187,10.2069,9.0234,8.6235,.,.,.,.,.,23.14920888
30 Day,Cannabis,2000,20.9548,20.117,14.2409,12.7549,11.2018,10.8308,8.856,8.6067,.,.,.,.,.,21.59950825
30 Day,Cannabis,2001,20.4027,21.795,14.3829,14.2624,9.8193,8.4118,8.9342,8.3068,.,.,.,.,.,22.42837601
30 Day,Cannabis,2002,20.4823,18.4285,17.2808,15.1857,9.6364,10.311,9.5621,7.7737,.,.,.,.,.,21.53104154
30 Day,Cannabis,2003,22.2481,18.5682,18.6962,14.2753,12.1191,8.9332,7.8578,8.1834,9.1154,.,.,.,.,21.20919926
30 Day,Cannabis,2004,19.5037,17.9543,15.7701,15.4177,11.7819,8.404,8.0473,9.1243,6.6193,.,.,.,.,19.94340516
30 Day,Cannabis,2005,18.4036,17.5838,14.042,16.0485,11.7803,12.1136,7.5357,9.155,7.2474,.,.,.,.,19.76915998
30 Day,Cannabis,2006,17.8975,17.0887,16.4606,13.2007,13.3519,10.2805,6.0145,7.2332,6.6096,.,.,.,.,18.32938821
30 Day,Cannabis,2007,17.3618,19.2505,16.6403,15.025,13.6227,10.2631,5.9656,7.6255,7.2363,.,.,.,.,18.75135796
30 Day,Cannabis,2008,16.7886,17.7844,16.406,13.3476,14.2453,13.4476,8.1652,7.4883,6.4544,7.7566,.,.,.,19.43882532
30 Day,Cannabis,2009,18.6547,19.0191,17.5665,16.0465,13.477,11.8962,6.3083,7.2199,8.3144,6.0713,.,.,.,20.62218457
30 Day,Cannabis,2010,17.7107,17.4318,17.5122,13.0368,13.6574,12.1867,8.4666,7.5939,7.3964,6.6131,.,.,.,21.37851993
30 Day,Cannabis,2011,20.5361,21.3151,17.6398,17.1883,16.2951,11.3639,10.8789,6.1701,8.1642,6.0102,.,.,.,22.61681188
30 Day,Cannabis,2012,21.1188,19.0458,17.7893,14.7482,14.7755,11.7198,9.1115,6.91,6.7204,7.4883,.,.,.,22.93959465
30 Day,Cannabis,2013,22.4184,23.6924,20.055,15.3731,14.9963,12.8885,10.8105,9.6114,5.8131,7.3941,8.151,.,.,22.74422773
30 Day,Cannabis,2014,25.0519,19.7781,18.5515,18.1211,16.5007,13.2766,11.1373,7.1084,6.8559,9.1698,8.3866,.,.,21.17175366
30 Day,Cannabis,2015,23.8158,23.5529,19.911,19.768,14.2885,13.627,13.0883,8.8028,8.4052,8.3478,8.7541,.,.,21.25410422
30 Day,Cannabis,2016,21.9713,28.9809,20.7895,18.2869,18.2452,15.9372,11.0951,10.9565,7.3242,7.9702,6.524,.,.,22.50106444
30 Day,Cannabis,2017,22.121,26.5315,23.8279,22.8237,20.562,17.4844,14.1171,10.2612,8.7286,9.2831,10.2535,.,.,22.91981726
30 Day,Cannabis,2018,24.7828,25.4845,28.0611,23.3742,22.0192,22.5099,14.9831,13.6099,11.0224,9.0012,10.0123,11.297,.,22.19484142
30 Day,Cannabis,2019,24.6944,29.5854,25.5185,24.6417,25.0949,24.336,16.4416,14.9494,10.2296,10.2875,12.5192,9.1276,.,22.29545836
30 Day,Cannabis,2020,22.0957,28.7276,27.6052,31.1676,27.0052,23.7497,16.6943,15.9719,11.8773,10.9804,10.7487,11.5648,.,21.13082853
30 Day,Cannabis,2021,28.7933,29.4356,28.4376,31.909,28.5404,26.9947,18.9756,18.8739,17.0377,10.4783,9.7497,11.0775,.,19.47624485
30 Day,Cannabis,2022,23.9221,25.9767,32.9338,31.4674,28.6256,27.8724,23.3713,18.3717,15.5018,11.9962,12.1828,12.733,.,20.18310846
30 Day,Cannabis,2023,27.0069,27.8644,32.1642,30.1314,28.2377,26.0453,26.1323,18.4988,18.7342,13.5993,14.5799,12.8955,13.8026,18.37792358
30 Day,Cannabis,1976,.,.,.,.,.,.,.,.,.,.,.,.,.,32.17202346
30 Day,Cannabis,1977,.,.,.,.,.,.,.,.,.,.,.,.,.,35.35360621
30 Day,Narcotics Other Than Heroin,1976,.,.,.,.,.,.,.,.,.,.,.,.,.,2.044831572
30 Day,Narcotics Other Than Heroin,1977,.,.,.,.,.,.,.,.,.,.,.,.,.,2.848816838
30 Day,Sedatives (Barbiturates),1976,.,.,.,.,.,.,.,.,.,.,.,.,.,3.874037987
30 Day,Sedatives (Barbiturates),1977,.,.,.,.,.,.,.,.,.,.,.,.,.,4.277968241
30 Day,Tranquilizers,1976,.,.,.,.,.,.,.,.,.,.,.,.,.,3.975489786
30 Day,Tranquilizers,1977,.,.,.,.,.,.,.,.,.,.,.,.,.,4.575802361
30 Day,Vaping Cannabis,1978,.,.,.,.,.,.,.,.,.,.,.,.,.,.
30 Day,Vaping Cannabis,1979,.,.,.,.,.,.,.,.,.,.,.,.,.,.
30 Day,Vaping Cannabis,1980,.,.,.,.,.,.,.,.,.,.,.,.,.,.
30 Day,Vaping Cannabis,1981,.,.,.,.,.,.,.,.,.,.,.,.,.,.
30 Day,Vaping Cannabis,1982,.,.,.,.,.,.,.,.,.,.,.,.,.,.
30 Day,Vaping Cannabis,1983,.,.,.,.,.,.,.,.,.,.,.,.,.,.
30 Day,Vaping Cannabis,1984,.,.,.,.,.,.,.,.,.,.,.,.,.,.
30 Day,Vaping Cannabis,1985,.,.,.,.,.,.,.,.,.,.,.,.,.,.
30 Day,Vaping Cannabis,1986,.,.,.,.,.,.,.,.,.,.,.,.,.,.
30 Day,Vaping Cannabis,1987,.,.,.,.,.,.,.,.,.,.,.,.,.,.
30 Day,Vaping Cannabis,1988,.,.,.,.,.,.,.,.,.,.,.,.,.,.
30 Day,Vaping Cannabis,1989,.,.,.,.,.,.,.,.,.,.,.,.,.,.
30 Day,Vaping Cannabis,1990,.,.,.,.,.,.,.,.,.,.,.,.,.,.
30 Day,Vaping Cannabis,1991,.,.,.,.,.,.,.,.,.,.,.,.,.,.
30 Day,Vaping Cannabis,1992,.,.,.,.,.,.,.,.,.,.,.,.,.,.
30 Day,Vaping Cannabis,1993,.,.,.,.,.,.,.,.,.,.,.,.,.,.
30 Day,Vaping Cannabis,1994,.,.,.,.,.,.,.,.,.,.,.,.,.,.
30 Day,Vaping Cannabis,1995,.,.,.,.,.,.,.,.,.,.,.,.,.,.
30 Day,Vaping Cannabis,1996,.,.,.,.,.,.,.,.,.,.,.,.,.,.
30 Day,Vaping Cannabis,1997,.,.,.,.,.,.,.,.,.,.,.,.,.,.
30 Day,Vaping Cannabis,1998,.,.,.,.,.,.,.,.,.,.,.,.,.,.
30 Day,Vaping Cannabis,1999,.,.,.,.,.,.,.,.,.,.,.,.,.,.
30 Day,Vaping Cannabis,2000,.,.,.,.,.,.,.,.,.,.,.,.,.,.
30 Day,Vaping Cannabis,2001,.,.,.,.,.,.,.,.,.,.,.,.,.,.
30 Day,Vaping Cannabis,2002,.,.,.,.,.,.,.,.,.,.,.,.,.,.
30 Day,Vaping Cannabis,2003,.,.,.,.,.,.,.,.,.,.,.,.,.,.
30 Day,Vaping Cannabis,2004,.,.,.,.,.,.,.,.,.,.,.,.,.,.
30 Day,Vaping Cannabis,2005,.,.,.,.,.,.,.,.,.,.,.,.,.,.
30 Day,Vaping Cannabis,2006,.,.,.,.,.,.,.,.,.,.,.,.,.,.
30 Day,Vaping Cannabis,2007,.,.,.,.,.,.,.,.,.,.,.,.,.,.
30 Day,Vaping Cannabis,2008,.,.,.,.,.,.,.,.,.,.,.,.,.,.
30 Day,Vaping Cannabis,2009,.,.,.,.,.,.,.,.,.,.,.,.,.,.
30 Day,Vaping Cannabis,2010,.,.,.,.,.,.,.,.,.,.,.,.,.,.
30 Day,Vaping Cannabis,2011,.,.,.,.,.,.,.,.,.,.,.,.,.,.
30 Day,Vaping Cannabis,2012,.,.,.,.,.,.,.,.,.,.,.,.,.,.
30 Day,Vaping Cannabis,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.
30 Day,Vaping Cannabis,2014,.,.,.,.,.,.,.,.,.,.,.,.,.,.
30 Day,Vaping Cannabis,2015,.,.,.,.,.,.,.,.,.,.,.,.,.,.
30 Day,Vaping Cannabis,2016,.,.,.,.,.,.,.,.,.,.,.,.,.,.
30 Day,Vaping Cannabis,2017,5.1003,6.1633,6.9871,5.2307,7.5549,4.0486,.,.,.,.,.,.,.,4.947829346
30 Day,Vaping Cannabis,2018,7.1877,10.5886,12.103,12.4512,7.1583,6.2267,.,.,.,.,.,.,.,7.453655185
30 Day,Vaping Cannabis,2019,10.5027,11.3596,10.3655,10.0808,10.8882,11.9347,12.1078,6.49007,2.79742,3.85678,3.86863,2.64456,.,13.99027784
30 Day,Vaping Cannabis,2020,13.2556,11.4622,11.1712,10.6905,10.065,7.7606,7.3132,5.67742,2.80831,3.58221,1.67263,1.84443,.,12.23876637
30 Day,Vaping Cannabis,2021,13.783,13.2596,13.0983,15.7453,11.432,12.6743,8.1905,4.85007,5.3833,3.47019,2.03109,1.24564,.,12.41599034
30 Day,Vaping Cannabis,2022,13.2984,16.0441,16.4656,10.8755,13.5038,12.8853,8.9816,6.22866,6.21029,3.60547,2.91319,2.77253,.,14.76402184
30 Day,Vaping Cannabis,2023,16.7921,17.0142,15.8808,12.946,13.3551,12.1308,10.5164,6.37949,5.20474,3.24753,2.71004,2.06016,2.13081,13.70634996
30 Day,Vaping Nicotine,1978,.,.,.,.,.,.,.,.,.,.,.,.,.,.
30 Day,Vaping Nicotine,1979,.,.,.,.,.,.,.,.,.,.,.,.,.,.
30 Day,Vaping Nicotine,1980,.,.,.,.,.,.,.,.,.,.,.,.,.,.
30 Day,Vaping Nicotine,1981,.,.,.,.,.,.,.,.,.,.,.,.,.,.
30 Day,Vaping Nicotine,1982,.,.,.,.,.,.,.,.,.,.,.,.,.,.
30 Day,Vaping Nicotine,1983,.,.,.,.,.,.,.,.,.,.,.,.,.,.
30 Day,Vaping Nicotine,1984,.,.,.,.,.,.,.,.,.,.,.,.,.,.
30 Day,Vaping Nicotine,1985,.,.,.,.,.,.,.,.,.,.,.,.,.,.
30 Day,Vaping Nicotine,1986,.,.,.,.,.,.,.,.,.,.,.,.,.,.
30 Day,Vaping Nicotine,1987,.,.,.,.,.,.,.,.,.,.,.,.,.,.
30 Day,Vaping Nicotine,1988,.,.,.,.,.,.,.,.,.,.,.,.,.,.
30 Day,Vaping Nicotine,1989,.,.,.,.,.,.,.,.,.,.,.,.,.,.
30 Day,Vaping Nicotine,1990,.,.,.,.,.,.,.,.,.,.,.,.,.,.
30 Day,Vaping Nicotine,1991,.,.,.,.,.,.,.,.,.,.,.,.,.,.
30 Day,Vaping Nicotine,1992,.,.,.,.,.,.,.,.,.,.,.,.,.,.
30 Day,Vaping Nicotine,1993,.,.,.,.,.,.,.,.,.,.,.,.,.,.
30 Day,Vaping Nicotine,1994,.,.,.,.,.,.,.,.,.,.,.,.,.,.
30 Day,Vaping Nicotine,1995,.,.,.,.,.,.,.,.,.,.,.,.,.,.
30 Day,Vaping Nicotine,1996,.,.,.,.,.,.,.,.,.,.,.,.,.,.
30 Day,Vaping Nicotine,1997,.,.,.,.,.,.,.,.,.,.,.,.,.,.
30 Day,Vaping Nicotine,1998,.,.,.,.,.,.,.,.,.,.,.,.,.,.
30 Day,Vaping Nicotine,1999,.,.,.,.,.,.,.,.,.,.,.,.,.,.
30 Day,Vaping Nicotine,2000,.,.,.,.,.,.,.,.,.,.,.,.,.,.
30 Day,Vaping Nicotine,2001,.,.,.,.,.,.,.,.,.,.,.,.,.,.
30 Day,Vaping Nicotine,2002,.,.,.,.,.,.,.,.,.,.,.,.,.,.
30 Day,Vaping Nicotine,2003,.,.,.,.,.,.,.,.,.,.,.,.,.,.
30 Day,Vaping Nicotine,2004,.,.,.,.,.,.,.,.,.,.,.,.,.,.
30 Day,Vaping Nicotine,2005,.,.,.,.,.,.,.,.,.,.,.,.,.,.
30 Day,Vaping Nicotine,2006,.,.,.,.,.,.,.,.,.,.,.,.,.,.
30 Day,Vaping Nicotine,2007,.,.,.,.,.,.,.,.,.,.,.,.,.,.
30 Day,Vaping Nicotine,2008,.,.,.,.,.,.,.,.,.,.,.,.,.,.
30 Day,Vaping Nicotine,2009,.,.,.,.,.,.,.,.,.,.,.,.,.,.
30 Day,Vaping Nicotine,2010,.,.,.,.,.,.,.,.,.,.,.,.,.,.
30 Day,Vaping Nicotine,2011,.,.,.,.,.,.,.,.,.,.,.,.,.,.
30 Day,Vaping Nicotine,2012,.,.,.,.,.,.,.,.,.,.,.,.,.,.
30 Day,Vaping Nicotine,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.
30 Day,Vaping Nicotine,2014,.,.,.,.,.,.,.,.,.,.,.,.,.,.
30 Day,Vaping Nicotine,2015,.,.,.,.,.,.,.,.,.,.,.,.,.,.
30 Day,Vaping Nicotine,2016,.,.,.,.,.,.,.,.,.,.,.,.,.,.
30 Day,Vaping Nicotine,2017,5.8734,6.2417,7.6782,5.3547,7.2619,4.0046,.,.,.,.,.,.,.,10.9536694
30 Day,Vaping Nicotine,2018,13.6433,14.6241,11.3022,9.7387,5.779,6.9572,.,.,.,.,.,.,.,20.9056535
30 Day,Vaping Nicotine,2019,16.3599,13.485,12.49,8.3653,6.8341,7.2944,6.54247,4.16457,3.09827,3.01511,3.68723,1.72895,.,25.45183554
30 Day,Vaping Nicotine,2020,18.8687,19.8582,12.9378,13.6786,9.0933,6.9085,3.27182,3.00437,2.30413,2.76374,1.606,1.66452,.,24.70147992
30 Day,Vaping Nicotine,2021,20.9986,24.2041,19.3772,17.3634,11.5481,10.6171,7.48934,5.66882,3.99586,3.52288,2.27944,0.73232,.,19.60990061
30 Day,Vaping Nicotine,2022,18.6882,22.1153,22.7603,14.4623,13.9504,12.6515,8.68057,5.11309,4.52205,2.48982,2.01307,1.03979,.,20.71698925
30 Day,Vaping Nicotine,2023,22.0192,24.1699,21.3991,20.3591,15.7782,12.0268,7.62046,5.38136,4.95677,3.69159,2.81936,1.59966,1.9762,16.85782801
30 Day,Wine,1976,.,.,.,.,.,.,.,.,.,.,.,.,.,34.51947364
30 Day,Wine,1977,.,.,.,.,.,.,.,.,.,.,.,.,.,37.37314091
5+ Drinks,Alcohol,1976,.,.,.,.,.,.,.,.,.,.,.,.,.,37.0444728
5+ Drinks,Alcohol,1977,.,.,.,.,.,.,.,.,.,.,.,.,.,39.42199917
5+ Drinks,Beer,1976,.,.,.,.,.,.,.,.,.,.,.,.,.,33.00664568
5+ Drinks,Beer,1977,.,.,.,.,.,.,.,.,.,.,.,.,.,35.08546698
5+ Drinks,Liquor,1976,.,.,.,.,.,.,.,.,.,.,.,.,.,1.725009086
5+ Drinks,Liquor,1977,.,.,.,.,.,.,.,.,.,.,.,.,.,1.660793293
5+ Drinks,Wine,1976,.,.,.,.,.,.,.,.,.,.,.,.,.,12.48438072
5+ Drinks,Wine,1977,.,.,.,.,.,.,.,.,.,.,.,.,.,13.05962308
5+ Drinks,Alcohol,1978,41.6165,.,.,.,.,.,.,.,.,.,.,.,.,40.31498936
5+ Drinks,Alcohol,1979,42.1266,.,.,.,.,.,.,.,.,.,.,.,.,41.21755717
5+ Drinks,Alcohol,1980,43.0617,41.61,.,.,.,.,.,.,.,.,.,.,.,41.16567537
5+ Drinks,Alcohol,1981,43.61,43.8581,.,.,.,.,.,.,.,.,.,.,.,41.42129911
5+ Drinks,Alcohol,1982,42.2925,41.8279,38.1581,.,.,.,.,.,.,.,.,.,.,40.52681305
5+ Drinks,Alcohol,1983,41.5893,43.0877,40.0206,.,.,.,.,.,.,.,.,.,.,40.76309795
5+ Drinks,Alcohol,1984,41.4945,41.8864,35.9573,34.0282,.,.,.,.,.,.,.,.,.,38.67112646
5+ Drinks,Alcohol,1985,42.9367,41.1204,38.351,34.474,.,.,.,.,.,.,.,.,.,36.66265761
5+ Drinks,Alcohol,1986,40.7701,40.6938,36.3139,32.2082,30.9112,.,.,.,.,.,.,.,.,36.81137633
5+ Drinks,Alcohol,1987,37.7513,42.4451,37.6186,33.9474,32.378,.,.,.,.,.,.,.,.,37.53154481
5+ Drinks,Alcohol,1988,36.5823,41.6588,36.816,31.6094,28.9407,27.3018,.,.,.,.,.,.,.,34.70470717
5+ Drinks,Alcohol,1989,36.1102,40.9284,36.5897,33.369,30.4119,27.0327,.,.,.,.,.,.,.,33.0362124
5+ Drinks,Alcohol,1990,35.6803,37.7024,36.2775,32.7922,30.0518,26.7312,.,.,.,.,.,.,.,32.16571087
5+ Drinks,Alcohol,1991,37.1323,39.3629,35.79,32.8401,30.4185,25.5232,.,.,.,.,.,.,.,29.84528524
5+ Drinks,Alcohol,1992,35.0352,39.2482,34.8089,32.4065,30.2325,26.6302,.,.,.,.,.,.,.,27.91807398
5+ Drinks,Alcohol,1993,33.591,39.8683,34.6651,33.6907,30.2349,26.438,.,.,.,.,.,.,.,27.49294796
5+ Drinks,Alcohol,1994,35.1423,41.9415,33.0219,31.8094,29.1529,28.8057,22.4951,.,.,.,.,.,.,28.16766526
5+ Drinks,Alcohol,1995,31.3746,37.7836,34.5839,28.2958,28.807,27.5433,21.0793,.,.,.,.,.,.,29.84290984
5+ Drinks,Alcohol,1996,32.805,38.0192,37.8114,31.369,31.2825,26.0294,23.0336,.,.,.,.,.,.,30.22853839
5+ Drinks,Alcohol,1997,36.8587,38.5085,32.8662,31.9087,29.6105,28.3488,22.5668,.,.,.,.,.,.,31.29805121
5+ Drinks,Alcohol,1998,34.9771,39.4258,35.7137,33.294,30.1202,27.5941,21.6808,20.6934,.,.,.,.,.,31.45632288
5+ Drinks,Alcohol,1999,35.9105,40.2202,37.5346,32.043,32.108,27.0175,22.5226,21.2642,.,.,.,.,.,30.82459805
5+ Drinks,Alcohol,2000,34.7147,40.9489,36.962,33.3027,31.0785,24.8661,24.0998,19.0657,.,.,.,.,.,30.00771745
5+ Drinks,Alcohol,2001,36.4024,41.3347,39.4747,33.979,29.5575,27.1355,22.5359,22.0769,.,.,.,.,.,29.72896607
5+ Drinks,Alcohol,2002,35.8849,39.258,39.0294,35.1111,29.9485,28.7417,25.1398,20.9561,.,.,.,.,.,28.60799658
5+ Drinks,Alcohol,2003,34.2744,38.7247,38.5809,35.683,30.4701,26.2255,25.277,22.1502,21.8022,.,.,.,.,27.92230284
5+ Drinks,Alcohol,2004,37.0689,39.9085,39.9679,35.6805,31.6427,27.8602,22.2821,21.8931,20.5172,.,.,.,.,29.17040122
5+ Drinks,Alcohol,2005,35.5269,39.1628,39.0011,38.9149,32.2728,30.179,23.5125,23.5979,20.6846,.,.,.,.,27.05152149
5+ Drinks,Alcohol,2006,34.4549,42.4752,43.1519,36.5775,33.4895,29.759,22.9459,21.4517,20.8897,.,.,.,.,25.42801864
5+ Drinks,Alcohol,2007,30.5029,45.8117,40.8009,39.2911,33.3327,30.1218,24.7833,22.1337,19.5529,.,.,.,.,25.89433293
5+ Drinks,Alcohol,2008,30.7659,41.9752,44.1056,38.7641,35.9619,32.3763,26.2436,24.2758,22.4865,20.4796,.,.,.,24.63579191
5+ Drinks,Alcohol,2009,27.5876,40.4441,42.8925,41.3541,35.7148,33.4085,22.6048,25.1144,22.9443,18.627,.,.,.,25.22395243
5+ Drinks,Alcohol,2010,26.7245,38.0404,39.8444,37.7551,35.9035,33.5647,24.8983,23.6912,23.6354,18.4112,.,.,.,23.16792476
