"time","drug","yradmin_fu","age","estimate"
"Lifetime","Hallucinogens",1998,"Ages 19-20",14.963
"Lifetime","Hallucinogens",1999,"Ages 19-20",17.142
"Lifetime","Hallucinogens",2000,"Ages 19-20",16.008
"Lifetime","Hallucinogens",2001,"Ages 19-20",15.030
"Lifetime","Hallucinogens",2002,"Ages 19-20",14.074
"Lifetime","Hallucinogens",2003,"Ages 19-20",15.080
"Lifetime","Hallucinogens",2004,"Ages 19-20",12.044
"Lifetime","Hallucinogens",2005,"Ages 19-20",10.895
"Lifetime","Hallucinogens",2006,"Ages 19-20",10.475
"Lifetime","Hallucinogens",2007,"Ages 19-20",8.778
"Lifetime","Hallucinogens",2008,"Ages 19-20",8.428
"Lifetime","Hallucinogens",2009,"Ages 19-20",8.110
"Lifetime","Hallucinogens",2010,"Ages 19-20",8.098
"Lifetime","Hallucinogens",2011,"Ages 19-20",8.413
"Lifetime","Hallucinogens",2012,"Ages 19-20",8.608
"Lifetime","Hallucinogens",2013,"Ages 19-20",9.890
"Lifetime","Hallucinogens",2014,"Ages 19-20",10.733
"Lifetime","Hallucinogens",2015,"Ages 19-20",7.219
"Lifetime","Hallucinogens",2016,"Ages 19-20",7.077
"Lifetime","Hallucinogens",2017,"Ages 19-20",7.673
"Lifetime","Hallucinogens",2018,"Ages 19-20",8.636
"Lifetime","Hallucinogens",2019,"Ages 19-20",8.747
"Lifetime","Hallucinogens",2020,"Ages 19-20",10.230
"Lifetime","Hallucinogens",2021,"Ages 19-20",15.394
"Lifetime","Hallucinogens",2022,"Ages 19-20",6.784
"Lifetime","Hallucinogens",1979,"Ages 21-22",20.885
"Lifetime","Hallucinogens",1980,"Ages 21-22",20.646
"Lifetime","Hallucinogens",1981,"Ages 21-22",20.860
"Lifetime","Hallucinogens",1982,"Ages 21-22",20.517
"Lifetime","Hallucinogens",1983,"Ages 21-22",18.341
"Lifetime","Hallucinogens",1984,"Ages 21-22",18.151
"Lifetime","Hallucinogens",1985,"Ages 21-22",17.498
"Lifetime","Hallucinogens",1986,"Ages 21-22",16.189
"Lifetime","Hallucinogens",1987,"Ages 21-22",15.301
"Lifetime","Hallucinogens",1988,"Ages 21-22",14.959
"Lifetime","Hallucinogens",1989,"Ages 21-22",15.156
"Lifetime","Hallucinogens",1990,"Ages 21-22",14.913
"Lifetime","Hallucinogens",1991,"Ages 21-22",14.777
"Lifetime","Hallucinogens",1992,"Ages 21-22",14.522
"Lifetime","Hallucinogens",1993,"Ages 21-22",14.323
"Lifetime","Hallucinogens",1994,"Ages 21-22",16.840
"Lifetime","Hallucinogens",1995,"Ages 21-22",13.859
"Lifetime","Hallucinogens",1996,"Ages 21-22",16.726
"Lifetime","Hallucinogens",1997,"Ages 21-22",17.046
"Lifetime","Hallucinogens",1998,"Ages 21-22",17.826
"Lifetime","Hallucinogens",1999,"Ages 21-22",16.756
"Lifetime","Hallucinogens",2000,"Ages 21-22",19.387
"Lifetime","Hallucinogens",2001,"Ages 21-22",20.619
"Lifetime","Hallucinogens",2002,"Ages 21-22",19.764
"Lifetime","Hallucinogens",2003,"Ages 21-22",19.832
"Lifetime","Hallucinogens",2004,"Ages 21-22",16.737
"Lifetime","Hallucinogens",2005,"Ages 21-22",15.786
"Lifetime","Hallucinogens",2006,"Ages 21-22",14.908
"Lifetime","Hallucinogens",2007,"Ages 21-22",13.502
"Lifetime","Hallucinogens",2008,"Ages 21-22",11.464
"Lifetime","Hallucinogens",2009,"Ages 21-22",12.128
"Lifetime","Hallucinogens",2010,"Ages 21-22",12.538
"Lifetime","Hallucinogens",2011,"Ages 21-22",12.642
"Lifetime","Hallucinogens",2012,"Ages 21-22",10.756
"Lifetime","Hallucinogens",2013,"Ages 21-22",11.375
"Lifetime","Hallucinogens",2014,"Ages 21-22",11.508
"Lifetime","Hallucinogens",2015,"Ages 21-22",11.449
"Lifetime","Hallucinogens",2016,"Ages 21-22",15.488
"Lifetime","Hallucinogens",2017,"Ages 21-22",12.529
"Lifetime","Hallucinogens",2018,"Ages 21-22",13.719
"Lifetime","Hallucinogens",2019,"Ages 21-22",12.717
"Lifetime","Hallucinogens",2020,"Ages 21-22",15.273
"Lifetime","Hallucinogens",2021,"Ages 21-22",12.374
"Lifetime","Hallucinogens",2022,"Ages 21-22",15.748
"Lifetime","Hallucinogens",1981,"Ages 23-24",20.708
"Lifetime","Hallucinogens",1982,"Ages 23-24",22.422
"Lifetime","Hallucinogens",1983,"Ages 23-24",22.360
"Lifetime","Hallucinogens",1984,"Ages 23-24",21.123
"Lifetime","Hallucinogens",1985,"Ages 23-24",20.284
"Lifetime","Hallucinogens",1986,"Ages 23-24",21.078
"Lifetime","Hallucinogens",1987,"Ages 23-24",18.652
"Lifetime","Hallucinogens",1988,"Ages 23-24",17.196
"Lifetime","Hallucinogens",1989,"Ages 23-24",16.160
"Lifetime","Hallucinogens",1990,"Ages 23-24",16.707
"Lifetime","Hallucinogens",1991,"Ages 23-24",17.743
"Lifetime","Hallucinogens",1992,"Ages 23-24",16.710
"Lifetime","Hallucinogens",1993,"Ages 23-24",16.814
"Lifetime","Hallucinogens",1994,"Ages 23-24",15.952
"Lifetime","Hallucinogens",1995,"Ages 23-24",15.860
"Lifetime","Hallucinogens",1996,"Ages 23-24",18.503
"Lifetime","Hallucinogens",1997,"Ages 23-24",16.046
"Lifetime","Hallucinogens",1998,"Ages 23-24",18.890
"Lifetime","Hallucinogens",1999,"Ages 23-24",19.918
"Lifetime","Hallucinogens",2000,"Ages 23-24",19.628
"Lifetime","Hallucinogens",2001,"Ages 23-24",18.210
"Lifetime","Hallucinogens",2002,"Ages 23-24",21.397
"Lifetime","Hallucinogens",2003,"Ages 23-24",23.706
"Lifetime","Hallucinogens",2004,"Ages 23-24",22.768
"Lifetime","Hallucinogens",2005,"Ages 23-24",18.310
"Lifetime","Hallucinogens",2006,"Ages 23-24",18.704
"Lifetime","Hallucinogens",2007,"Ages 23-24",17.626
"Lifetime","Hallucinogens",2008,"Ages 23-24",14.542
"Lifetime","Hallucinogens",2009,"Ages 23-24",15.412
"Lifetime","Hallucinogens",2010,"Ages 23-24",14.961
"Lifetime","Hallucinogens",2011,"Ages 23-24",13.552
"Lifetime","Hallucinogens",2012,"Ages 23-24",13.606
"Lifetime","Hallucinogens",2013,"Ages 23-24",12.983
"Lifetime","Hallucinogens",2014,"Ages 23-24",12.432
"Lifetime","Hallucinogens",2015,"Ages 23-24",11.491
"Lifetime","Hallucinogens",2016,"Ages 23-24",12.491
"Lifetime","Hallucinogens",2017,"Ages 23-24",15.600
"Lifetime","Hallucinogens",2018,"Ages 23-24",18.061
"Lifetime","Hallucinogens",2019,"Ages 23-24",13.749
"Lifetime","Hallucinogens",2020,"Ages 23-24",19.426
"Lifetime","Hallucinogens",2021,"Ages 23-24",19.040
"Lifetime","Hallucinogens",2022,"Ages 23-24",18.510
"Lifetime","Hallucinogens",1983,"Ages 25-26",25.088
"Lifetime","Hallucinogens",1984,"Ages 25-26",24.093
"Lifetime","Hallucinogens",1985,"Ages 25-26",23.343
"Lifetime","Hallucinogens",1986,"Ages 25-26",21.264
"Lifetime","Hallucinogens",1987,"Ages 25-26",21.337
"Lifetime","Hallucinogens",1988,"Ages 25-26",21.265
"Lifetime","Hallucinogens",1989,"Ages 25-26",19.139
"Lifetime","Hallucinogens",1990,"Ages 25-26",18.547
"Lifetime","Hallucinogens",1991,"Ages 25-26",18.826
"Lifetime","Hallucinogens",1992,"Ages 25-26",18.628
"Lifetime","Hallucinogens",1993,"Ages 25-26",18.921
"Lifetime","Hallucinogens",1994,"Ages 25-26",16.332
"Lifetime","Hallucinogens",1995,"Ages 25-26",15.862
"Lifetime","Hallucinogens",1996,"Ages 25-26",17.073
"Lifetime","Hallucinogens",1997,"Ages 25-26",16.046
"Lifetime","Hallucinogens",1998,"Ages 25-26",19.143
"Lifetime","Hallucinogens",1999,"Ages 25-26",17.504
"Lifetime","Hallucinogens",2000,"Ages 25-26",19.130
"Lifetime","Hallucinogens",2001,"Ages 25-26",20.996
"Lifetime","Hallucinogens",2002,"Ages 25-26",22.889
"Lifetime","Hallucinogens",2003,"Ages 25-26",20.835
"Lifetime","Hallucinogens",2004,"Ages 25-26",22.972
"Lifetime","Hallucinogens",2005,"Ages 25-26",22.656
"Lifetime","Hallucinogens",2006,"Ages 25-26",22.670
"Lifetime","Hallucinogens",2007,"Ages 25-26",20.438
"Lifetime","Hallucinogens",2008,"Ages 25-26",19.404
"Lifetime","Hallucinogens",2009,"Ages 25-26",19.491
"Lifetime","Hallucinogens",2010,"Ages 25-26",15.564
"Lifetime","Hallucinogens",2011,"Ages 25-26",16.226
"Lifetime","Hallucinogens",2012,"Ages 25-26",14.866
"Lifetime","Hallucinogens",2013,"Ages 25-26",14.299
"Lifetime","Hallucinogens",2014,"Ages 25-26",14.134
"Lifetime","Hallucinogens",2015,"Ages 25-26",14.154
"Lifetime","Hallucinogens",2016,"Ages 25-26",14.824
"Lifetime","Hallucinogens",2017,"Ages 25-26",16.817
"Lifetime","Hallucinogens",2018,"Ages 25-26",16.160
"Lifetime","Hallucinogens",2019,"Ages 25-26",18.813
"Lifetime","Hallucinogens",2020,"Ages 25-26",19.819
"Lifetime","Hallucinogens",2021,"Ages 25-26",22.564
"Lifetime","Hallucinogens",2022,"Ages 25-26",21.112
"Lifetime","Hallucinogens",1985,"Ages 27-28",24.665
"Lifetime","Hallucinogens",1986,"Ages 27-28",23.737
"Lifetime","Hallucinogens",1987,"Ages 27-28",22.856
"Lifetime","Hallucinogens",1988,"Ages 27-28",21.767
"Lifetime","Hallucinogens",1989,"Ages 27-28",21.917
"Lifetime","Hallucinogens",1990,"Ages 27-28",21.141
"Lifetime","Hallucinogens",1991,"Ages 27-28",20.486
"Lifetime","Hallucinogens",1992,"Ages 27-28",17.845
"Lifetime","Hallucinogens",1993,"Ages 27-28",18.742
"Lifetime","Hallucinogens",1994,"Ages 27-28",18.495
"Lifetime","Hallucinogens",1995,"Ages 27-28",19.742
"Lifetime","Hallucinogens",1996,"Ages 27-28",17.361
"Lifetime","Hallucinogens",1997,"Ages 27-28",17.524
"Lifetime","Hallucinogens",1998,"Ages 27-28",17.323
"Lifetime","Hallucinogens",1999,"Ages 27-28",17.452
"Lifetime","Hallucinogens",2000,"Ages 27-28",18.269
"Lifetime","Hallucinogens",2001,"Ages 27-28",16.634
"Lifetime","Hallucinogens",2002,"Ages 27-28",21.496
"Lifetime","Hallucinogens",2003,"Ages 27-28",19.408
"Lifetime","Hallucinogens",2004,"Ages 27-28",22.799
"Lifetime","Hallucinogens",2005,"Ages 27-28",21.194
"Lifetime","Hallucinogens",2006,"Ages 27-28",23.798
"Lifetime","Hallucinogens",2007,"Ages 27-28",24.509
"Lifetime","Hallucinogens",2008,"Ages 27-28",21.827
"Lifetime","Hallucinogens",2009,"Ages 27-28",20.891
"Lifetime","Hallucinogens",2010,"Ages 27-28",19.058
"Lifetime","Hallucinogens",2011,"Ages 27-28",19.066
"Lifetime","Hallucinogens",2012,"Ages 27-28",16.327
"Lifetime","Hallucinogens",2013,"Ages 27-28",16.972
"Lifetime","Hallucinogens",2014,"Ages 27-28",15.412
"Lifetime","Hallucinogens",2015,"Ages 27-28",16.326
"Lifetime","Hallucinogens",2016,"Ages 27-28",13.328
"Lifetime","Hallucinogens",2017,"Ages 27-28",14.502
"Lifetime","Hallucinogens",2018,"Ages 27-28",16.823
"Lifetime","Hallucinogens",2019,"Ages 27-28",19.044
"Lifetime","Hallucinogens",2020,"Ages 27-28",18.939
"Lifetime","Hallucinogens",2021,"Ages 27-28",23.106
"Lifetime","Hallucinogens",2022,"Ages 27-28",22.433
"Lifetime","Hallucinogens",1987,"Ages 29-30",24.722
"Lifetime","Hallucinogens",1988,"Ages 29-30",23.842
"Lifetime","Hallucinogens",1989,"Ages 29-30",24.043
"Lifetime","Hallucinogens",1990,"Ages 29-30",21.561
"Lifetime","Hallucinogens",1991,"Ages 29-30",22.346
"Lifetime","Hallucinogens",1992,"Ages 29-30",23.215
"Lifetime","Hallucinogens",1993,"Ages 29-30",21.054
"Lifetime","Hallucinogens",1994,"Ages 29-30",18.829
"Lifetime","Hallucinogens",1995,"Ages 29-30",18.667
"Lifetime","Hallucinogens",1996,"Ages 29-30",18.162
"Lifetime","Hallucinogens",1997,"Ages 29-30",18.737
"Lifetime","Hallucinogens",1998,"Ages 29-30",17.509
"Lifetime","Hallucinogens",1999,"Ages 29-30",17.022
"Lifetime","Hallucinogens",2000,"Ages 29-30",16.484
"Lifetime","Hallucinogens",2001,"Ages 29-30",18.650
"Lifetime","Hallucinogens",2002,"Ages 29-30",20.970
"Lifetime","Hallucinogens",2003,"Ages 29-30",17.410
"Lifetime","Hallucinogens",2004,"Ages 29-30",20.631
"Lifetime","Hallucinogens",2005,"Ages 29-30",20.426
"Lifetime","Hallucinogens",2006,"Ages 29-30",22.564
"Lifetime","Hallucinogens",2007,"Ages 29-30",22.908
"Lifetime","Hallucinogens",2008,"Ages 29-30",23.941
"Lifetime","Hallucinogens",2009,"Ages 29-30",24.999
"Lifetime","Hallucinogens",2010,"Ages 29-30",22.419
"Lifetime","Hallucinogens",2011,"Ages 29-30",20.579
"Lifetime","Hallucinogens",2012,"Ages 29-30",18.764
"Lifetime","Hallucinogens",2013,"Ages 29-30",18.389
"Lifetime","Hallucinogens",2014,"Ages 29-30",17.376
"Lifetime","Hallucinogens",2015,"Ages 29-30",14.673
"Lifetime","Hallucinogens",2016,"Ages 29-30",15.039
"Lifetime","Hallucinogens",2017,"Ages 29-30",17.585
"Lifetime","Hallucinogens",2018,"Ages 29-30",16.591
"Lifetime","Hallucinogens",2019,"Ages 29-30",17.861
"Lifetime","Hallucinogens",2020,"Ages 29-30",18.621
"Lifetime","Hallucinogens",2021,"Ages 29-30",20.135
"Lifetime","Hallucinogens",2022,"Ages 29-30",22.009
"Lifetime","Hallucinogens",1994,"Age 35",25.617
"Lifetime","Hallucinogens",1995,"Age 35",23.827
"Lifetime","Hallucinogens",1996,"Age 35",22.717
"Lifetime","Hallucinogens",1997,"Age 35",22.819
"Lifetime","Hallucinogens",1998,"Age 35",21.029
"Lifetime","Hallucinogens",1999,"Age 35",19.538
"Lifetime","Hallucinogens",2000,"Age 35",18.333
"Lifetime","Hallucinogens",2001,"Age 35",22.011
"Lifetime","Hallucinogens",2002,"Age 35",22.365
"Lifetime","Hallucinogens",2003,"Age 35",21.867
"Lifetime","Hallucinogens",2004,"Age 35",20.768
"Lifetime","Hallucinogens",2005,"Age 35",18.933
"Lifetime","Hallucinogens",2006,"Age 35",17.599
"Lifetime","Hallucinogens",2007,"Age 35",19.569
"Lifetime","Hallucinogens",2008,"Age 35",21.649
"Lifetime","Hallucinogens",2009,"Age 35",17.793
"Lifetime","Hallucinogens",2010,"Age 35",19.523
"Lifetime","Hallucinogens",2011,"Age 35",21.826
"Lifetime","Hallucinogens",2012,"Age 35",20.568
"Lifetime","Hallucinogens",2013,"Age 35",20.967
"Lifetime","Hallucinogens",2014,"Age 35",24.276
"Lifetime","Hallucinogens",2015,"Age 35",24.141
"Lifetime","Hallucinogens",2016,"Age 35",20.610
"Lifetime","Hallucinogens",2017,"Age 35",18.183
"Lifetime","Hallucinogens",2018,"Age 35",17.709
"Lifetime","Hallucinogens",2019,"Age 35",19.373
"Lifetime","Hallucinogens",2020,"Age 35",16.304
"Lifetime","Hallucinogens",2021,"Age 35",17.576
"Lifetime","Hallucinogens",2022,"Age 35",19.348
"Lifetime","Hallucinogens",1998,"Age 40",20.456
"Lifetime","Hallucinogens",1999,"Age 40",19.891
"Lifetime","Hallucinogens",2000,"Age 40",18.175
"Lifetime","Hallucinogens",2001,"Age 40",15.346
"Lifetime","Hallucinogens",2002,"Age 40",16.129
"Lifetime","Hallucinogens",2003,"Age 40",14.673
"Lifetime","Hallucinogens",2004,"Age 40",12.515
"Lifetime","Hallucinogens",2005,"Age 40",11.671
"Lifetime","Hallucinogens",2006,"Age 40",18.310
"Lifetime","Hallucinogens",2007,"Age 40",16.330
"Lifetime","Hallucinogens",2008,"Age 40",17.193
"Lifetime","Hallucinogens",2009,"Age 40",16.788
"Lifetime","Hallucinogens",2010,"Age 40",15.275
"Lifetime","Hallucinogens",2011,"Age 40",12.314
"Lifetime","Hallucinogens",2012,"Age 40",18.740
"Lifetime","Hallucinogens",2013,"Age 40",22.165
"Lifetime","Hallucinogens",2014,"Age 40",18.094
"Lifetime","Hallucinogens",2015,"Age 40",19.153
"Lifetime","Hallucinogens",2016,"Age 40",21.961
"Lifetime","Hallucinogens",2017,"Age 40",22.376
"Lifetime","Hallucinogens",2018,"Age 40",21.922
"Lifetime","Hallucinogens",2019,"Age 40",25.672
"Lifetime","Hallucinogens",2020,"Age 40",24.710
"Lifetime","Hallucinogens",2021,"Age 40",22.319
"Lifetime","Hallucinogens",2022,"Age 40",22.563
"Lifetime","Hallucinogens",2003,"Age 45",21.954
"Lifetime","Hallucinogens",2004,"Age 45",21.666
"Lifetime","Hallucinogens",2005,"Age 45",18.666
"Lifetime","Hallucinogens",2006,"Age 45",16.888
"Lifetime","Hallucinogens",2007,"Age 45",18.031
"Lifetime","Hallucinogens",2008,"Age 45",15.826
"Lifetime","Hallucinogens",2009,"Age 45",13.870
"Lifetime","Hallucinogens",2010,"Age 45",13.151
"Lifetime","Hallucinogens",2011,"Age 45",20.463
"Lifetime","Hallucinogens",2012,"Age 45",18.009
"Lifetime","Hallucinogens",2013,"Age 45",19.210
"Lifetime","Hallucinogens",2014,"Age 45",18.053
"Lifetime","Hallucinogens",2015,"Age 45",17.233
"Lifetime","Hallucinogens",2016,"Age 45",14.342
"Lifetime","Hallucinogens",2017,"Age 45",21.075
"Lifetime","Hallucinogens",2018,"Age 45",24.460
"Lifetime","Hallucinogens",2019,"Age 45",19.584
"Lifetime","Hallucinogens",2020,"Age 45",21.893
"Lifetime","Hallucinogens",2021,"Age 45",26.483
"Lifetime","Hallucinogens",2022,"Age 45",25.806
"Lifetime","Hallucinogens",2008,"Age 50",22.326
"Lifetime","Hallucinogens",2009,"Age 50",22.024
"Lifetime","Hallucinogens",2010,"Age 50",20.153
"Lifetime","Hallucinogens",2011,"Age 50",18.320
"Lifetime","Hallucinogens",2012,"Age 50",18.930
"Lifetime","Hallucinogens",2013,"Age 50",16.464
"Lifetime","Hallucinogens",2014,"Age 50",15.324
"Lifetime","Hallucinogens",2015,"Age 50",15.713
"Lifetime","Hallucinogens",2016,"Age 50",23.236
"Lifetime","Hallucinogens",2017,"Age 50",18.302
"Lifetime","Hallucinogens",2018,"Age 50",20.043
"Lifetime","Hallucinogens",2019,"Age 50",19.423
"Lifetime","Hallucinogens",2020,"Age 50",18.586
"Lifetime","Hallucinogens",2021,"Age 50",16.528
"Lifetime","Hallucinogens",2022,"Age 50",24.268
"30 Day","Heroin",1978,"Ages 19-30",0.228
"30 Day","Heroin",1979,"Ages 19-30",0.129
"30 Day","Heroin",1980,"Ages 19-30",0.118
"30 Day","Heroin",1981,"Ages 19-30",0.143
"30 Day","Heroin",1982,"Ages 19-30",0.084
"30 Day","Heroin",1983,"Ages 19-30",0.163
"30 Day","Heroin",1984,"Ages 19-30",0.065
"30 Day","Heroin",1985,"Ages 19-30",0.095
"30 Day","Heroin",1986,"Ages 19-30",0.061
"30 Day","Heroin",1987,"Ages 19-30",0.126
"30 Day","Heroin",1988,"Ages 19-30",0.104
"30 Day","Heroin",1989,"Ages 19-30",0.098
"30 Day","Heroin",1990,"Ages 19-30",0.066
"30 Day","Heroin",1991,"Ages 19-30",0.051
"30 Day","Heroin",1992,"Ages 19-30",0.048
"30 Day","Heroin",1993,"Ages 19-30",0.045
"30 Day","Heroin",1994,"Ages 19-30",0.139
"30 Day","Heroin",1995,"Ages 19-30",0.084
"30 Day","Heroin",1996,"Ages 19-30",0.047
"30 Day","Heroin",1997,"Ages 19-30",0.090
"30 Day","Heroin",1998,"Ages 19-30",0.059
"30 Day","Heroin",1999,"Ages 19-30",0.095
"30 Day","Heroin",2000,"Ages 19-30",0.121
"30 Day","Heroin",2001,"Ages 19-30",0.261
"30 Day","Heroin",2002,"Ages 19-30",0.053
"30 Day","Heroin",2003,"Ages 19-30",0.114
"30 Day","Heroin",2004,"Ages 19-30",0.092
"30 Day","Heroin",2005,"Ages 19-30",0.179
"30 Day","Heroin",2006,"Ages 19-30",0.169
"30 Day","Heroin",2007,"Ages 19-30",0.170
"30 Day","Heroin",2008,"Ages 19-30",0.113
"30 Day","Heroin",2009,"Ages 19-30",0.281
"30 Day","Heroin",2010,"Ages 19-30",0.132
"30 Day","Heroin",2011,"Ages 19-30",0.291
"30 Day","Heroin",2012,"Ages 19-30",0.202
"30 Day","Heroin",2013,"Ages 19-30",0.361
"30 Day","Heroin",2014,"Ages 19-30",0.256
"30 Day","Heroin",2015,"Ages 19-30",0.295
"30 Day","Heroin",2016,"Ages 19-30",0.316
"30 Day","Heroin",2017,"Ages 19-30",0.308
"30 Day","Heroin",2018,"Ages 19-30",0.273
"30 Day","Heroin",2019,"Ages 19-30",0.187
"30 Day","Heroin",2020,"Ages 19-30",0.156
"30 Day","Heroin",2021,"Ages 19-30",0.210
"30 Day","Heroin",2022,"Ages 19-30",0.120
"30 Day","Heroin",1993,"Ages 35-50",0.472
"30 Day","Heroin",1994,"Ages 35-50",0.068
"30 Day","Heroin",1995,"Ages 35-50",0.134
"30 Day","Heroin",1996,"Ages 35-50",0.039
"30 Day","Heroin",1997,"Ages 35-50",0.121
"30 Day","Heroin",1998,"Ages 35-50",0.334
"30 Day","Heroin",1999,"Ages 35-50",0.185
"30 Day","Heroin",2000,"Ages 35-50",0.050
"30 Day","Heroin",2001,"Ages 35-50",0.069
"30 Day","Heroin",2002,"Ages 35-50",0.106
"30 Day","Heroin",2003,"Ages 35-50",0.232
"30 Day","Heroin",2004,"Ages 35-50",0.054
"30 Day","Heroin",2006,"Ages 35-50",0.197
"30 Day","Heroin",2007,"Ages 35-50",0.062
"30 Day","Heroin",2008,"Ages 35-50",0.059
"30 Day","Heroin",2009,"Ages 35-50",0.081
"30 Day","Heroin",2010,"Ages 35-50",0.064
"30 Day","Heroin",2011,"Ages 35-50",0.032
"30 Day","Heroin",2012,"Ages 35-50",0.046
"30 Day","Heroin",2013,"Ages 35-50",0.184
"30 Day","Heroin",2014,"Ages 35-50",0.208
"30 Day","Heroin",2015,"Ages 35-50",0.093
"30 Day","Heroin",2016,"Ages 35-50",0.147
"30 Day","Heroin",2017,"Ages 35-50",0.053
"30 Day","Heroin",2018,"Ages 35-50",0.126
"30 Day","Heroin",2019,"Ages 35-50",0.169
"30 Day","Heroin",2020,"Ages 35-50",0.014
"30 Day","Heroin",2021,"Ages 35-50",0.256
"30 Day","Heroin",2022,"Ages 35-50",0.277
"30 Day","Heroin",1978,"Ages 19-20",0.228
"30 Day","Heroin",1979,"Ages 19-20",0.124
"30 Day","Heroin",1980,"Ages 19-20",0.058
"30 Day","Heroin",1981,"Ages 19-20",0.144
"30 Day","Heroin",1983,"Ages 19-20",0.022
"30 Day","Heroin",1984,"Ages 19-20",0.033
"30 Day","Heroin",1985,"Ages 19-20",0.055
"30 Day","Heroin",1986,"Ages 19-20",0.035
"30 Day","Heroin",1987,"Ages 19-20",0.045
"30 Day","Heroin",1988,"Ages 19-20",0.025
"30 Day","Heroin",1989,"Ages 19-20",0.029
"30 Day","Heroin",1990,"Ages 19-20",0.058
"30 Day","Heroin",1991,"Ages 19-20",0.032
"30 Day","Heroin",1993,"Ages 19-20",0.037
"30 Day","Heroin",1994,"Ages 19-20",0.020
"30 Day","Heroin",1995,"Ages 19-20",0.215
"30 Day","Heroin",1996,"Ages 19-20",0.067
"30 Day","Heroin",1997,"Ages 19-20",0.120
"30 Day","Heroin",1998,"Ages 19-20",0.177
"30 Day","Heroin",1999,"Ages 19-20",0.305
"30 Day","Heroin",2000,"Ages 19-20",0.182
"30 Day","Heroin",2001,"Ages 19-20",0.490
"30 Day","Heroin",2002,"Ages 19-20",0.096
"30 Day","Heroin",2004,"Ages 19-20",0.123
"30 Day","Heroin",2005,"Ages 19-20",0.217
"30 Day","Heroin",2006,"Ages 19-20",0.252
"30 Day","Heroin",2007,"Ages 19-20",0.163
"30 Day","Heroin",2008,"Ages 19-20",0.070
"30 Day","Heroin",2009,"Ages 19-20",0.142
"30 Day","Heroin",2010,"Ages 19-20",0.146
"30 Day","Heroin",2011,"Ages 19-20",0.085
"30 Day","Heroin",2012,"Ages 19-20",0.128
"30 Day","Heroin",2013,"Ages 19-20",0.254
"30 Day","Heroin",2014,"Ages 19-20",0.099
"30 Day","Heroin",2018,"Ages 19-20",0.131
"30 Day","Heroin",2021,"Ages 19-20",0.216
"30 Day","Heroin",1979,"Ages 21-22",0.141
"30 Day","Heroin",1980,"Ages 21-22",0.187
"30 Day","Heroin",1981,"Ages 21-22",0.096
"30 Day","Heroin",1982,"Ages 21-22",0.174
"30 Day","Heroin",1984,"Ages 21-22",0.091
"30 Day","Heroin",1985,"Ages 21-22",0.050
"30 Day","Heroin",1986,"Ages 21-22",0.047
"30 Day","Heroin",1987,"Ages 21-22",0.112
"30 Day","Heroin",1988,"Ages 21-22",0.083
"30 Day","Heroin",1989,"Ages 21-22",0.108
"30 Day","Heroin",1990,"Ages 21-22",0.167
"30 Day","Heroin",1991,"Ages 21-22",0.077
"30 Day","Heroin",1992,"Ages 21-22",0.125
"30 Day","Heroin",1993,"Ages 21-22",0.200
"30 Day","Heroin",1994,"Ages 21-22",0.267
"30 Day","Heroin",1995,"Ages 21-22",0.020
"30 Day","Heroin",1996,"Ages 21-22",0.105
"30 Day","Heroin",1997,"Ages 21-22",0.190
"30 Day","Heroin",1998,"Ages 21-22",0.130
"30 Day","Heroin",1999,"Ages 21-22",0.116
"30 Day","Heroin",2000,"Ages 21-22",0.280
"30 Day","Heroin",2001,"Ages 21-22",0.281
"30 Day","Heroin",2003,"Ages 21-22",0.118
"30 Day","Heroin",2004,"Ages 21-22",0.082
"30 Day","Heroin",2005,"Ages 21-22",0.111
"30 Day","Heroin",2006,"Ages 21-22",0.176
"30 Day","Heroin",2007,"Ages 21-22",0.277
"30 Day","Heroin",2008,"Ages 21-22",0.218
"30 Day","Heroin",2009,"Ages 21-22",0.305
"30 Day","Heroin",2010,"Ages 21-22",0.045
"30 Day","Heroin",2011,"Ages 21-22",0.221
"30 Day","Heroin",2012,"Ages 21-22",0.265
"30 Day","Heroin",2013,"Ages 21-22",0.325
"30 Day","Heroin",2014,"Ages 21-22",0.141
"30 Day","Heroin",2015,"Ages 21-22",0.116
"30 Day","Heroin",2016,"Ages 21-22",0.432
"30 Day","Heroin",2017,"Ages 21-22",0.190
"30 Day","Heroin",2019,"Ages 21-22",0.083
"30 Day","Heroin",2021,"Ages 21-22",0.439
"30 Day","Heroin",2022,"Ages 21-22",0.188
"30 Day","Heroin",1981,"Ages 23-24",0.248
"30 Day","Heroin",1982,"Ages 23-24",0.075
"30 Day","Heroin",1983,"Ages 23-24",0.285
"30 Day","Heroin",1984,"Ages 23-24",0.081
"30 Day","Heroin",1985,"Ages 23-24",0.055
"30 Day","Heroin",1986,"Ages 23-24",0.029
"30 Day","Heroin",1987,"Ages 23-24",0.026
"30 Day","Heroin",1988,"Ages 23-24",0.109
"30 Day","Heroin",1989,"Ages 23-24",0.050
"30 Day","Heroin",1990,"Ages 23-24",0.060
"30 Day","Heroin",1992,"Ages 23-24",0.104
"30 Day","Heroin",1994,"Ages 23-24",0.039
"30 Day","Heroin",1995,"Ages 23-24",0.061
"30 Day","Heroin",1998,"Ages 23-24",0.054
"30 Day","Heroin",1999,"Ages 23-24",0.085
"30 Day","Heroin",2000,"Ages 23-24",0.102
"30 Day","Heroin",2001,"Ages 23-24",0.229
