DRUG1,estimate,time,drug,sex,college,year
Any OTM 30d,8.33,30 Day,Any Drug Other Than Cannabis,College Student Men,.,2003
Any OTM 30d,10.62,30 Day,Any Drug Other Than Cannabis,College Student Men,.,2004
Any OTM 30d,10.3,30 Day,Any Drug Other Than Cannabis,College Student Men,.,2005
Any OTM 30d,9.64,30 Day,Any Drug Other Than Cannabis,College Student Men,.,2006
Any OTM 30d,9.96,30 Day,Any Drug Other Than Cannabis,College Student Men,.,2007
Any OTM 30d,9.6,30 Day,Any Drug Other Than Cannabis,College Student Men,.,2008
Any OTM 30d,8.67,30 Day,Any Drug Other Than Cannabis,College Student Men,.,2009
Any OTM 30d,10.28,30 Day,Any Drug Other Than Cannabis,College Student Men,.,2010
Any OTM 30d,9.32,30 Day,Any Drug Other Than Cannabis,College Student Men,.,2011
Any OTM 30d,9.03,30 Day,Any Drug Other Than Cannabis,College Student Men,.,2012
Any OTM 30d,10.38,30 Day,Any Drug Other Than Cannabis,College Student Men,.,2013
Any OTM 30d,13.37,30 Day,Any Drug Other Than Cannabis,College Student Men,.,2014
Any OTM 30d,13.56,30 Day,Any Drug Other Than Cannabis,College Student Men,.,2015
Any OTM 30d,12.5,30 Day,Any Drug Other Than Cannabis,College Student Men,.,2016
Any OTM 30d,7.2,30 Day,Any Drug Other Than Cannabis,College Student Men,.,2017
Any OTM 30d,7.2,30 Day,Any Drug Other Than Cannabis,College Student Men,.,2018
Any OTM 30d,7.8,30 Day,Any Drug Other Than Cannabis,College Student Men,.,2019
Any OTM 30d,8.8,30 Day,Any Drug Other Than Cannabis,College Student Men,.,2020
Any OTM 30d,6.5,30 Day,Any Drug Other Than Cannabis,College Student Men,.,2021
Any OTM 30d,4.4,30 Day,Any Drug Other Than Cannabis,College Student Men,.,2022
Any OTM 30d,7,30 Day,Any Drug Other Than Cannabis,College Student Men,.,2023
Any OTM 30d,11.21,30 Day,Any Drug Other Than Cannabis,.,Non-College Adult,1988
Any OTM 30d,8.29,30 Day,Any Drug Other Than Cannabis,.,Non-College Adult,1989
Any OTM 30d,6.9,30 Day,Any Drug Other Than Cannabis,.,Non-College Adult,1990
Any OTM 30d,5.58,30 Day,Any Drug Other Than Cannabis,.,Non-College Adult,1991
Any OTM 30d,6.65,30 Day,Any Drug Other Than Cannabis,.,Non-College Adult,1992
Any OTM 30d,5.62,30 Day,Any Drug Other Than Cannabis,.,Non-College Adult,1993
Any OTM 30d,7.98,30 Day,Any Drug Other Than Cannabis,.,Non-College Adult,1994
Any OTM 30d,7.66,30 Day,Any Drug Other Than Cannabis,.,Non-College Adult,1995
Any OTM 30d,6.96,30 Day,Any Drug Other Than Cannabis,.,Non-College Adult,1996
Any OTM 30d,7.91,30 Day,Any Drug Other Than Cannabis,.,Non-College Adult,1997
Any OTM 30d,7.46,30 Day,Any Drug Other Than Cannabis,.,Non-College Adult,1998
Any OTM 30d,8.41,30 Day,Any Drug Other Than Cannabis,.,Non-College Adult,1999
Any OTM 30d,9.02,30 Day,Any Drug Other Than Cannabis,.,Non-College Adult,2000
Any OTM 30d,10.52,30 Day,Any Drug Other Than Cannabis,.,Non-College Adult,2001
Any OTM 30d,10.87,30 Day,Any Drug Other Than Cannabis,.,Non-College Adult,2002
Any OTM 30d,11.37,30 Day,Any Drug Other Than Cannabis,.,Non-College Adult,2003
Any OTM 30d,10.26,30 Day,Any Drug Other Than Cannabis,.,Non-College Adult,2004
Any OTM 30d,10.15,30 Day,Any Drug Other Than Cannabis,.,Non-College Adult,2005
Any OTM 30d,9.98,30 Day,Any Drug Other Than Cannabis,.,Non-College Adult,2006
Any OTM 30d,10.97,30 Day,Any Drug Other Than Cannabis,.,Non-College Adult,2007
Any OTM 30d,10.99,30 Day,Any Drug Other Than Cannabis,.,Non-College Adult,2008
Any OTM 30d,8.61,30 Day,Any Drug Other Than Cannabis,.,Non-College Adult,2009
Any OTM 30d,9.74,30 Day,Any Drug Other Than Cannabis,.,Non-College Adult,2010
Any OTM 30d,8.44,30 Day,Any Drug Other Than Cannabis,.,Non-College Adult,2011
Any OTM 30d,7.75,30 Day,Any Drug Other Than Cannabis,.,Non-College Adult,2012
Any OTM 30d,10.84,30 Day,Any Drug Other Than Cannabis,.,Non-College Adult,2013
Any OTM 30d,12.28,30 Day,Any Drug Other Than Cannabis,.,Non-College Adult,2014
Any OTM 30d,10.54,30 Day,Any Drug Other Than Cannabis,.,Non-College Adult,2015
Any OTM 30d,11.6,30 Day,Any Drug Other Than Cannabis,.,Non-College Adult,2016
Any OTM 30d,9,30 Day,Any Drug Other Than Cannabis,.,Non-College Adult,2017
Any OTM 30d,7.3,30 Day,Any Drug Other Than Cannabis,.,Non-College Adult,2018
Any OTM 30d,7.1,30 Day,Any Drug Other Than Cannabis,.,Non-College Adult,2019
Any OTM 30d,8.9,30 Day,Any Drug Other Than Cannabis,.,Non-College Adult,2020
Any OTM 30d,6.6,30 Day,Any Drug Other Than Cannabis,.,Non-College Adult,2021
Any OTM 30d,4.2,30 Day,Any Drug Other Than Cannabis,.,Non-College Adult,2022
Any OTM 30d,5.4,30 Day,Any Drug Other Than Cannabis,.,Non-College Adult,2023
Cig 30d,22.2,30 Day,Cigarettes,.,College Student,1988
Cig 30d,21.73,30 Day,Cigarettes,.,College Student,1989
Cig 30d,21.14,30 Day,Cigarettes,.,College Student,1990
Cig 30d,23.8,30 Day,Cigarettes,.,College Student,1991
Cig 30d,23.57,30 Day,Cigarettes,.,College Student,1992
Cig 30d,24.39,30 Day,Cigarettes,.,College Student,1993
Cig 30d,24.24,30 Day,Cigarettes,.,College Student,1994
Cig 30d,26.24,30 Day,Cigarettes,.,College Student,1995
Cig 30d,28.16,30 Day,Cigarettes,.,College Student,1996
Cig 30d,27.57,30 Day,Cigarettes,.,College Student,1997
Cig 30d,29.93,30 Day,Cigarettes,.,College Student,1998
Cig 30d,30.45,30 Day,Cigarettes,.,College Student,1999
Cig 30d,28.49,30 Day,Cigarettes,.,College Student,2000
Cig 30d,24.35,30 Day,Cigarettes,.,College Student,2001
Cig 30d,27,30 Day,Cigarettes,.,College Student,2002
Cig 30d,22.18,30 Day,Cigarettes,.,College Student,2003
Cig 30d,24.82,30 Day,Cigarettes,.,College Student,2004
Cig 30d,22.63,30 Day,Cigarettes,.,College Student,2005
Cig 30d,20,30 Day,Cigarettes,.,College Student,2006
Cig 30d,19.34,30 Day,Cigarettes,.,College Student,2007
Cig 30d,18.43,30 Day,Cigarettes,.,College Student,2008
Cig 30d,18.01,30 Day,Cigarettes,.,College Student,2009
Cig 30d,15.99,30 Day,Cigarettes,.,College Student,2010
Cig 30d,15.06,30 Day,Cigarettes,.,College Student,2011
Cig 30d,13.33,30 Day,Cigarettes,.,College Student,2012
Cig 30d,13.9,30 Day,Cigarettes,.,College Student,2013
Cig 30d,12.85,30 Day,Cigarettes,.,College Student,2014
Cig 30d,12.62,30 Day,Cigarettes,.,College Student,2015
Cig 30d,9.1,30 Day,Cigarettes,.,College Student,2016
Cig 30d,8.4,30 Day,Cigarettes,.,College Student,2017
Cig 30d,7.2,30 Day,Cigarettes,.,College Student,2018
Cig 30d,7.5,30 Day,Cigarettes,.,College Student,2019
Cig 30d,3.5,30 Day,Cigarettes,.,College Student,2020
Cig 30d,6,30 Day,Cigarettes,.,College Student,2021
Cig 30d,6.4,30 Day,Cigarettes,.,College Student,2022
Cig 30d,4.1,30 Day,Cigarettes,.,College Student,2023
Cig 30d,25.38,30 Day,Cigarettes,College Student Women,.,1988
Cig 30d,22.27,30 Day,Cigarettes,College Student Women,.,1989
Cig 30d,22.8,30 Day,Cigarettes,College Student Women,.,1990
Cig 30d,25.93,30 Day,Cigarettes,College Student Women,.,1991
Cig 30d,23.3,30 Day,Cigarettes,College Student Women,.,1992
Cig 30d,24.92,30 Day,Cigarettes,College Student Women,.,1993
Cig 30d,23.33,30 Day,Cigarettes,College Student Women,.,1994
Cig 30d,24.15,30 Day,Cigarettes,College Student Women,.,1995
Cig 30d,26.78,30 Day,Cigarettes,College Student Women,.,1996
Cig 30d,26.79,30 Day,Cigarettes,College Student Women,.,1997
Cig 30d,28.32,30 Day,Cigarettes,College Student Women,.,1998
Cig 30d,28.63,30 Day,Cigarettes,College Student Women,.,1999
Cig 30d,27.76,30 Day,Cigarettes,College Student Women,.,2000
Cig 30d,24.27,30 Day,Cigarettes,College Student Women,.,2001
Cig 30d,23.99,30 Day,Cigarettes,College Student Women,.,2002
Cig 30d,22.12,30 Day,Cigarettes,College Student Women,.,2003
Cig 30d,20.53,30 Day,Cigarettes,College Student Women,.,2004
Cig 30d,22.08,30 Day,Cigarettes,College Student Women,.,2005
Cig 30d,18.21,30 Day,Cigarettes,College Student Women,.,2006
Cig 30d,17.44,30 Day,Cigarettes,College Student Women,.,2007
Cig 30d,17.22,30 Day,Cigarettes,College Student Women,.,2008
Cig 30d,15.05,30 Day,Cigarettes,College Student Women,.,2009
Cig 30d,13.79,30 Day,Cigarettes,College Student Women,.,2010
Cig 30d,14.53,30 Day,Cigarettes,College Student Women,.,2011
Cig 30d,10.09,30 Day,Cigarettes,College Student Women,.,2012
Cig 30d,11.66,30 Day,Cigarettes,College Student Women,.,2013
Cig 30d,10.16,30 Day,Cigarettes,College Student Women,.,2014
Cig 30d,8.49,30 Day,Cigarettes,College Student Women,.,2015
Cig 30d,6.9,30 Day,Cigarettes,College Student Women,.,2016
Cig 30d,5.3,30 Day,Cigarettes,College Student Women,.,2017
Cig 30d,5.3,30 Day,Cigarettes,College Student Women,.,2018
Cig 30d,5.5,30 Day,Cigarettes,College Student Women,.,2019
Cig 30d,2.7,30 Day,Cigarettes,College Student Women,.,2020
Cig 30d,5.2,30 Day,Cigarettes,College Student Women,.,2021
Cig 30d,5.4,30 Day,Cigarettes,College Student Women,.,2022
Cig 30d,4,30 Day,Cigarettes,College Student Women,.,2023
Cig 30d,18.58,30 Day,Cigarettes,College Student Men,.,1988
Cig 30d,21.16,30 Day,Cigarettes,College Student Men,.,1989
Cig 30d,19.43,30 Day,Cigarettes,College Student Men,.,1990
Cig 30d,21.49,30 Day,Cigarettes,College Student Men,.,1991
Cig 30d,23.84,30 Day,Cigarettes,College Student Men,.,1992
Cig 30d,23.79,30 Day,Cigarettes,College Student Men,.,1993
Cig 30d,25.28,30 Day,Cigarettes,College Student Men,.,1994
Cig 30d,28.68,30 Day,Cigarettes,College Student Men,.,1995
Cig 30d,30.03,30 Day,Cigarettes,College Student Men,.,1996
Cig 30d,28.43,30 Day,Cigarettes,College Student Men,.,1997
Cig 30d,31.93,30 Day,Cigarettes,College Student Men,.,1998
Cig 30d,32.46,30 Day,Cigarettes,College Student Men,.,1999
Cig 30d,29.34,30 Day,Cigarettes,College Student Men,.,2000
Cig 30d,24.45,30 Day,Cigarettes,College Student Men,.,2001
Cig 30d,30.4,30 Day,Cigarettes,College Student Men,.,2002
Cig 30d,22.24,30 Day,Cigarettes,College Student Men,.,2003
